1; Draft.Scratch_smt_check_7_17320; 2026-04-10 13:44:11.101;
bind: 345000,340000,440000,419000,285000,
cong: 264000,228000,184000,203000,210000,165000,
refl: 147000,32000,125000,139000,109000,
symm: 100000,
trans: 350000,384000,310000,342000,338000,331000,297000,272000,281000,376000,275000,275000,231000,245000,
equiv1: 344000,
or_pos: 458000,
parsing: 26387000,
aci_simp: 1894000,1902000,1872000,1757000,1944000,
equiv_pos2: 54000,236000,372000,
reordering: 651000,
resolution: 284000,291000,367000,304000,433000,480000,
forall_inst: 5428000,
connective_def: 396000,
miniscope_split: 536000,
__normalized_input: 925000,1139000,974000,782000,
rare_rewrite_bool-eq-false: 10745000,
rare_rewrite_bool-impl-elim: 11087000,11636000,
rare_rewrite_bool-and-de-morgan: 10962000,11129000,10778000,22962000,

