1; Draft.Scratch_smt_check_7_12548; 2026-04-10 13:48:00.277;
bind: 108000,118000,432000,228000,
cong: 97000,42000,53000,163000,140000,
refl: 59000,
symm: 73000,73000,129000,
false: 12000,
trans: 133000,107000,238000,223000,
choice: 78000,
equiv2: 117000,216000,
or_pos: 303000,442000,
not_not: 231000,
parsing: 8120000,
aci_simp: 1078000,
evaluate: 321000,
equiv_pos1: 108000,
equiv_pos2: 67000,70000,291000,183000,162000,55000,
reordering: 386000,615000,579000,
resolution: 100000,145000,149000,160000,191000,188000,141000,191000,146000,191000,209000,189000,236000,274000,338000,167000,222000,271000,368000,
sko_forall: 1683000,
forall_inst: 622000,594000,595000,731000,861000,1300000,
equiv_simplify: 186000,389000,
__normalized_input: 18125000,11903000,7076000,1893000,1451000,1017000,1079000,1019000,1081000,
rare_rewrite_eq-symm: 93000,95000,
rare_rewrite_bool-impl-elim: 6169000,6150000,
rare_rewrite_bool-and-de-morgan: 5805000,

