1; Draft.Scratch_smt_check_7_10473; 2026-04-10 13:47:25.305;
bind: 427000,418000,407000,409000,
cong: 175000,112000,99000,104000,109000,97000,86000,118000,134000,292000,107000,95000,100000,113000,
refl: 28000,32000,28000,31000,25000,29000,
symm: 159000,151000,153000,188000,
trans: 366000,369000,
or_pos: 366000,
implies: 343000,
parsing: 11679000,
subproof: 2671000,
equiv_pos2: 250000,122000,81000,251000,
reordering: 444000,
resolution: 394000,483000,395000,311000,414000,579000,609000,458000,484000,
contraction: 520000,
forall_inst: 1349000,
implies_neg1: 518000,
implies_neg2: 452000,
__local_input: 205000,
__normalized_input: 7909000,4947000,8138000,841000,2469000,
rare_rewrite_bool-impl-elim: 11782000,11926000,

