1; Draft.Scratch_smt_check_7_23029; 2026-04-10 13:47:25.346;
bind: 445000,428000,461000,463000,
cong: 165000,123000,158000,112000,134000,275000,149000,155000,113000,129000,194000,166000,371000,166000,152000,125000,80000,114000,66000,104000,146000,148000,84000,80000,
refl: 31000,53000,31000,51000,67000,27000,27000,
symm: 152000,216000,
false: 13000,
trans: 137000,439000,421000,379000,308000,
equiv2: 201000,268000,
implies: 480000,
not_not: 278000,
parsing: 14599000,
aci_simp: 2089000,
evaluate: 410000,
subproof: 2476000,
equiv_pos2: 279000,299000,501000,65000,94000,104000,138000,69000,
reordering: 643000,
resolution: 125000,236000,224000,249000,332000,462000,456000,533000,650000,620000,355000,509000,342000,350000,396000,475000,409000,
contraction: 614000,
forall_inst: 901000,1470000,
implies_neg1: 527000,
implies_neg2: 531000,
__local_input: 269000,
equiv_simplify: 15753000,527000,
__normalized_input: 15253000,3236000,2967000,4773000,2297000,6283000,1272000,
rare_rewrite_eq-refl: 186000,
rare_rewrite_eq-symm: 161000,199000,182000,235000,338000,

