1; Draft.Scratch_smt_check_7_3623; 2026-04-10 13:49:49.021;
bind: 378000,364000,369000,375000,
cong: 140000,73000,39000,80000,100000,82000,53000,55000,97000,78000,51000,50000,63000,88000,52000,139000,76000,39000,82000,105000,88000,60000,57000,
refl: 17000,15000,24000,25000,21000,
symm: 100000,111000,
trans: 324000,328000,
or_pos: 259000,
implies: 307000,
parsing: 9046000,
subproof: 1585000,
equiv_pos2: 216000,79000,60000,209000,
reordering: 349000,
resolution: 244000,334000,257000,223000,254000,425000,435000,272000,334000,
contraction: 431000,
forall_inst: 899000,
implies_neg1: 491000,
implies_neg2: 381000,
__local_input: 183000,
__normalized_input: 10475000,8335000,778000,608000,698000,
rare_rewrite_bool-impl-elim: 6124000,6248000,

