1; Draft.Scratch_smt_check_7_12475; 2026-04-10 13:45:30.881;
bind: 196000,246000,341000,323000,230000,
cong: 173000,157000,173000,
refl: 96000,78000,
symm: 143000,
trans: 178000,212000,178000,208000,278000,259000,
equiv1: 173000,
or_pos: 398000,
parsing: 14503000,
aci_simp: 1748000,1823000,
equiv_pos2: 52000,130000,278000,
reordering: 467000,
resolution: 282000,245000,302000,313000,351000,417000,
forall_inst: 1260000,
miniscope_split: 372000,
__normalized_input: 9870000,687000,781000,781000,
rare_rewrite_bool-eq-false: 11017000,
rare_rewrite_bool-impl-elim: 11280000,
rare_rewrite_bool-impl-false1: 11244000,11891000,
rare_rewrite_bool-and-de-morgan: 12066000,

