1; Draft.Scratch_smt_check_7_20958; 2026-04-10 13:49:35.645;
bind: 259000,258000,262000,257000,
cong: 118000,93000,134000,63000,82000,59000,124000,85000,53000,134000,
refl: 26000,40000,23000,26000,43000,
symm: 87000,98000,
trans: 226000,171000,191000,239000,174000,187000,
or_pos: 241000,
implies: 211000,
parsing: 5762000,
aci_simp: 1045000,1031000,
subproof: 1464000,
equiv_pos2: 161000,57000,227000,
reordering: 296000,
resolution: 270000,294000,264000,232000,358000,416000,283000,289000,
contraction: 322000,
forall_inst: 1351000,
implies_neg1: 537000,
implies_neg2: 268000,
__local_input: 199000,
__normalized_input: 4208000,1250000,907000,857000,1038000,
rare_rewrite_bool-impl-elim: 5960000,6091000,
rare_rewrite_bool-and-de-morgan: 5623000,5650000,

