1; Draft.Scratch_smt_check_7_16813; 2026-04-10 13:46:20.002;
bind: 343000,307000,379000,336000,
cong: 106000,91000,124000,110000,151000,119000,107000,133000,112000,259000,117000,101000,
refl: 38000,38000,
symm: 156000,179000,146000,189000,164000,
trans: 274000,295000,317000,
implies: 344000,
parsing: 2728000,
subproof: 5976000,
equiv_pos2: 117000,102000,164000,100000,191000,
reordering: 506000,
resolution: 329000,381000,436000,394000,512000,593000,402000,461000,420000,
contraction: 459000,
forall_inst: 1413000,
implies_neg1: 515000,
implies_neg2: 446000,
__local_input: 124000,
__normalized_input: 3460000,5241000,1172000,1254000,
rare_rewrite_eq-symm: 257000,277000,288000,

