rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,1561,28147477000,18031695.707879566,128000,2213000,12062000,26768000,88331000
rare_rewrite_bool-impl-elim,2341,26766205000,11433662.964545066,5878000,6735000,11467000,12235000,24704000
rare_rewrite_bool-and-de-morgan,2495,23577069000,9449727.054108217,5706000,6251000,10526000,11686000,21992000
resolution,32532,11682714000,359114.53338251566,156000,246000,322000,432000,957000
__normalized_input,6619,10774679000,1627840.9125245505,746000,946000,1162000,1712000,6033000
poly_simp,2764,7773480000,2812402.3154848046,1461000,1834000,2512000,3325000,7355000
rare_rewrite_arith-elim-lt,621,5719225000,9209702.093397746,5554000,6130000,7092000,11504000,23105000
forall_inst,4949,5566725000,1124818.1450798141,640000,777000,1200000,1354000,2056000
subproof,2914,5544402000,1902677.4193548388,1017000,1185250,1967000,2272000,4480000
aci_simp,3241,4982844000,1537440.296204875,933000,1074000,1527000,1934000,2525000
trans,17111,4621072000,270064.403015604,101000,177000,243000,337000,647000
rare_rewrite_arith-elim-leq,452,4077173000,9020294.24778761,5764000,6329500,7370000,11507750,20080000
cong,22166,3907180000,176269.0607236308,59000,107000,154000,221000,483000
rare_rewrite_bool-impl-false1,385,3793938000,9854384.415584415,5682000,6260000,10867000,11917000,24190000
rare_rewrite_bool-eq-false,325,3299506000,10152326.153846154,5699000,6490000,11037000,11857000,23295000
reordering,5142,2621375000,509796.7716841696,178000,295000,410000,604000,2274000
bind,7694,2576622000,334887.1848193397,153000,239250,314000,406000,695000
contraction,5021,2444466000,486848.436566421,173000,287000,410000,594000,1616000
equiv_pos2,9715,2373656000,244328.97581060216,56000,132000,211000,319000,717000
rare_rewrite_or-not-refl,261,2220505000,8507681.992337165,5938000,6363000,6899000,11584000,15666000
poly_simp_rel,1329,1879650000,1414334.085778781,933000,1028000,1207000,1835000,2275000
hole,2,1619274000,809637000,780142000,794889500,809637000,824384500,839132000
and_pos,3889,1558322000,400699.9228593469,96000,182000,303000,514000,1400000
la_generic,119,1430990000,12025126.050420169,5721000,8392000,11242000,15294500,24046000
implies_neg1,2917,1288281000,441645.8690435379,144000,257000,373000,538000,1454000
or_neg,3939,1182097000,300100.7870017771,128000,186000,248000,354000,992000
implies_neg2,2920,1111388000,380612.3287671233,127000,232000,332000,465000,1085000
rare_rewrite_bool-eq-true,90,1109371000,12326344.444444444,5770000,6746000,11331000,12523000,27830000
rare_rewrite_ite-not-cond,134,1050413000,7838902.985074627,5693000,5908750,6557500,9969000,13928000
sko_forall,436,875734000,2008564.2201834864,931000,1314000,1768500,2300500,5630000
implies,2899,823178000,283952.3973784064,115000,183000,251000,346500,769000
rare_rewrite_bool-or-de-morgan,95,781758000,8229031.578947368,5373000,5651500,6234000,11673500,14320000
rare_rewrite_ite-eq,83,767507000,9247072.289156627,5960000,6327000,7429000,11750000,24646000
rare_rewrite_eq-symm,4102,608429000,148324.96343247197,70000,101000,135000,181000,344000
