rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,1734,43159132000,24889926.182237603,47000,1801250,12070500,29015500,1697163000
rare_rewrite_bool-impl-elim,2601,31231611000,12007539.792387543,5430000,6626000,11467000,12415000,74748000
rare_rewrite_bool-and-de-morgan,2773,28200295000,10169597.908402452,5308000,6183000,10526000,11798000,280852000
resolution,36092,17927819000,496725.5624515128,87000,238000,322000,451000,676116000
__normalized_input,7354,14402300000,1958430.7859668208,367000,927000,1161500,1860000,40118000
poly_simp,3072,9731202000,3167708.984375,1348000,1782000,2512000,3424500,65705000
forall_inst,5486,7088328000,1292075.8293838862,545000,759000,1200500,1375000,26498000
subproof,3237,6966495000,2152145.5050973124,929000,1161000,1967000,2341000,27324000
rare_rewrite_arith-elim-lt,691,6906347000,9994713.458755426,5320000,6077000,7092000,11651500,57559000
contraction,5579,6515201000,1167808.0301129234,91000,277000,410000,631000,2738764000
aci_simp,3597,5935269000,1650060.8840700584,845000,1056000,1529000,1956000,18184000
trans,18974,5919467000,311977.81174238434,47000,171000,243000,352000,35789000
reordering,5707,5654620000,990821.797792185,90000,284000,410000,638500,812641000
cong,24579,5197195000,211448.5943284918,19000,102000,154000,233000,20882000
rare_rewrite_arith-elim-leq,504,4871020000,9664722.222222222,5271000,6259750,7370000,11644500,40600000
rare_rewrite_bool-impl-false1,429,4548383000,10602291.375291375,5415000,6196000,10867000,11986000,41725000
rare_rewrite_bool-eq-false,361,3905140000,10817562.326869806,5386000,6379000,11037000,11897000,42275000
equiv_pos2,10781,3387340000,314195.34366014285,25000,124000,211000,340000,20219000
bind,8537,3194455000,374189.41080004687,95000,231000,314000,421000,17282000
rare_rewrite_or-not-refl,291,2678644000,9204962.199312715,5592000,6306500,6899000,11627000,59147000
and_pos,4314,2317442000,537191.0060268892,58000,173000,303000,563750,31707000
poly_simp_rel,1477,2289472000,1550082.5998645904,836000,1015000,1207000,1861000,20174000
implies_neg1,3240,1892018000,583956.1728395062,61000,246000,373000,574250,26746000
or_neg,4364,1737848000,398223.6480293309,93000,180000,248000,373000,16603000
la_generic,133,1706269000,12829090.22556391,4415000,7942000,11242000,16194000,73919000
hole,2,1619274000,809637000,780142000,794889500,809637000,824384500,839132000
implies_neg2,3240,1514396000,467406.1728395062,60000,224000,332000,494250,30312000
rare_rewrite_bool-eq-true,100,1346493000,13464930,5546000,6574250,11331000,13432250,60846000
rare_rewrite_ite-not-cond,150,1323796000,8825306.666666666,5570000,5862500,6557500,10727500,68083000
sko_forall,486,1174762000,2417205.761316872,814000,1215000,1768500,2502000,25122000
implies,3222,1137540000,353054.0037243948,59000,175000,251000,365000,16522000
refl,9700,985911000,101640.30927835051,13000,31000,48000,88000,22879000
rare_rewrite_bool-or-de-morgan,107,956808000,8942130.841121495,5306000,5557000,6234000,11747000,30232000
rare_rewrite_ite-eq,93,923607000,9931258.064516129,5735000,6264000,7429000,11807000,26252000
rare_rewrite_eq-symm,4535,808030000,178176.40573318632,49000,98000,136000,189000,11035000
equiv_simplify,1860,759282000,408216.12903225806,114000,204750,295500,410000,16477000
symm,3677,737843000,200664.400326353,42000,99000,145000,241000,5728000
or_pos,1857,713514000,384229.4022617124,147000,269000,336000,429000,11282000
rare_rewrite_arith-elim-gt,73,605999000,8301356.164383561,5380000,6040000,6709000,11319000,24561000
qnt_rm_unused,452,605587000,1339794.2477876106,111000,440750,863500,1740250,16498000
onepoint,291,516452000,1774749.1408934707,747000,1220000,1556000,2097000,6533000
rare_rewrite_bool-double-not-elim,2432,504942000,207624.17763157896,56000,109000,162000,232250,11352000
equiv1,1404,469617000,334485.04273504275,50000,126000,199000,341000,11378000
evaluate,1407,404361000,287392.3240938166,116000,198000,263000,311500,5461000
__local_input,6013,387292000,64409.11358722767,10000,26000,45000,74000,9009000
miniscope_split,364,361976000,994439.5604395604,202000,405000,542000,790000,21891000
connective_def,752,355641000,472926.8617021277,152000,282750,384000,508250,13904000
equiv2,1080,248006000,229635.1851851852,51000,121000,176000,264000,6958000
implies_simplify,346,228083000,659199.4219653179,130000,250500,389500,675500,13863000
and_neg,448,210395000,469631.6964285714,122000,230000,328000,470000,4884000
and_intro,705,201598000,285954.609929078,65000,132000,194000,309000,4541000
rare_rewrite_arith-geq-tighten,16,197656000,12353500,6087000,11117000,11349000,12381000,24132000
rare_rewrite_bool-not-eq-elim1,18,180362000,10020111.111111112,5276000,5553500,6842000,10856750,40180000
qnt_join,372,174365000,468723.1182795699,162000,273000,357500,469500,11594000
rare_rewrite_bool-implies-de-morgan,19,166159000,8745210.52631579,5344000,5993000,10838000,11331500,12038000
rare_rewrite_eq-refl,806,151413000,187857.3200992556,44000,88000,115000,181000,12864000
rare_rewrite_bool-or-and-distrib,13,140040000,10772307.692307692,6061000,6556000,11952000,12122000,23606000
not_not,592,119066000,201125,82000,141000,182000,230250,1169000
not_and,326,116964000,358785.2760736196,118000,201500,264000,394250,3503000
and,520,111886000,215165.38461538462,52000,106000,134000,203250,14590000
