rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,1734,38417435500,22155383.79469435,63325,1801250,12070500,29015500,128504299.99999991
rare_rewrite_bool-impl-elim,2601,30904200000,11881660.899653979,5778000,6626000,11467000,12415000,26484000
rare_rewrite_bool-and-de-morgan,2773,27678363000,9981378.651280202,5605300,6183000,10526000,11798000,24414699.99999999
resolution,36092,14407362675,399184.3808877313,143000,238000,322000,451000,1550724.9999999986
__normalized_input,7354,13719028200,1865519.2004351374,709000,927000,1161500,1860000,7906175
poly_simp,3072,9356788100,3045829.4596354165,1415775,1782000,2512000,3424500,9501524.999999998
rare_rewrite_arith-elim-lt,691,6803154500,9845375.54269175,5453500,6077000,7092000,11651500,26392750
forall_inst,5486,6764702500,1233084.6700692673,617000,759000,1200500,1375000,4432750
subproof,3237,6649736600,2054289.9598393575,996000,1161000,1967000,2341000,6179599.999999999
aci_simp,3597,5659347000,1573351.9599666388,911900,1056000,1529000,1956000,3024399.9999999986
trans,18974,5440885000,286754.7696848319,88000,171000,243000,352000,830000
rare_rewrite_arith-elim-leq,504,4826900675,9577183.878968254,5685300,6259750,7370000,11644500,24100675.000000007
cong,24579,4696287000,191069.0833638472,51000,102000,154000,233000,634000
rare_rewrite_bool-impl-false1,429,4486407000,10457825.174825175,5567900,6196000,10867000,11986000,26676100.000000004
rare_rewrite_bool-eq-false,361,3868713000,10716656.509695292,5594000,6379000,11037000,11897000,26796000
reordering,5707,3666728400,642496.6532328719,161000,284000,410000,638500,3959799.999999996
contraction,5579,3081760000.000001,552385.7322100736,153450.00000000003,277000,410000,631000,2333050.0000000056
bind,8537,2981232400,349213.1193627738,134000,231000,314000,421000,854600.0000000003
equiv_pos2,10781,2895989000,268619.70132640755,45000,124000,211000,340000,1004500
rare_rewrite_or-not-refl,291,2606346000,8956515.463917525,5834000,6306500,6899000,11627000,20956250
poly_simp_rel,1477,2150549000,1456025.0507786053,912900,1015000,1207000,1861000,3000100
and_pos,4314,1976695800,458204.8678720445,85000,173000,303000,563750,2013100.000000002
implies_neg1,3240,1666801200,514444.81481481483,124975.00000000001,246000,373000,574250,2511225.000000001
la_generic,133,1650181400,12407378.94736842,5045300,7942000,11242000,16194000,26733299.99999999
hole,2,1619274000,809637000,781616750,795626875,809637000,823647125,837657250
or_neg,4364,1510766250.0000005,346188.41659028427,120000,180000,248000,373000,1566275.0000000042
implies_neg2,3240,1360143250,419797.29938271607,108975.00000000001,224000,332000,494250,1563275.000000001
rare_rewrite_bool-eq-true,100,1316415849.9999998,13164158.499999998,5702900,6574250,11331000,13432250,37835049.999999955
rare_rewrite_ite-not-cond,150,1219466600,8129777.333333333,5648875,5862500,6557500,10727500,15997775.000000007
sko_forall,486,1087204125,2237045.524691358,876375,1215000,1768500,2502000,8416250
implies,3222,1007228325,312609.6601489758,99000,175000,251000,365000,1150324.9999999993
rare_rewrite_bool-or-de-morgan,107,946778500,8848397.196261682,5330900,5557000,6234000,11747000,24279599.99999999
rare_rewrite_ite-eq,93,922098800,9915040.860215053,5822100,6264000,7429000,11807000,25217500
refl,9700,762316575,78589.33762886598,19000,31000,48000,88000,418524.99999999965
rare_rewrite_eq-symm,4535,718136200,158354.17861080484,65000,98000,136000,189000,456299.9999999993
symm,3677,696910000,189532.22735926026,56000,99000,145000,241000,586000
or_pos,1857,668865200,360185.8912224017,168400,269000,336000,429000,752199.9999999998
equiv_simplify,1860,666857849.9999999,358525.7258064516,139000,204750,295500,410000,1281549.999999997
rare_rewrite_arith-elim-gt,73,593780800,8133983.561643835,5468800,6040000,6709000,11319000,12307600
qnt_rm_unused,452,578723500,1280361.725663717,195550,440750,863500,1740250,5056824.999999991
onepoint,291,503841000,1731412.3711340206,806250,1220000,1556000,2097000,3775000
rare_rewrite_bool-double-not-elim,2432,463353075,190523.4683388158,65000,109000,162000,232250,544574.9999999994
equiv1,1404,421161700,299972.7207977208,72000,126000,199000,341000,1328324.9999999995
evaluate,1407,381478800,271129.21108742006,132000,198000,263000,311500,567549.9999999998
__local_input,6013,337469000,56123.23299517712,14000,26000,45000,74000,175000
connective_def,752,319233550,424512.69946808513,175000,282750,384000,508250,1042450
miniscope_split,364,318960750,876265.7967032967,246150,405000,542000,790000,4503725
equiv2,1080,233559374.99999982,216258.6805555554,66975,121000,176000,264000,762149.9999999937
implies_simplify,346,199968750,577944.3641618497,150250,250500,389500,675500,2165500
rare_rewrite_arith-geq-tighten,16,197125000,12320312.5,6200250,11117000,11349000,12381000,23487750
and_neg,448,192749000,430243.3035714286,137350,230000,328000,470000,1754899.9999999998
and_intro,705,192664000,273282.2695035461,77000,132000,194000,309000,1084999.9999999998
