1; Draft.Scratch_smt_check_7_23495; 2026-04-10 13:47:59.747;
bind: 148000,313000,242000,250000,
cong: 127000,123000,74000,441000,
symm: 114000,
trans: 185000,133000,
equiv1: 133000,
equiv2: 117000,
or_neg: 501000,393000,530000,
or_pos: 369000,
implies: 297000,
not_not: 132000,
parsing: 6241000,
subproof: 2112000,
equiv_pos1: 53000,147000,
equiv_pos2: 88000,224000,514000,146000,
reordering: 234000,328000,447000,
resolution: 172000,246000,199000,249000,217000,214000,317000,206000,193000,175000,161000,208000,196000,440000,728000,420000,416000,270000,439000,
contraction: 474000,355000,
forall_inst: 781000,818000,816000,1329000,1237000,
implies_neg1: 310000,
implies_neg2: 302000,
__local_input: 148000,
connective_def: 263000,
equiv_simplify: 198000,197000,
__normalized_input: 5856000,5466000,3173000,3025000,3013000,3191000,
rare_rewrite_eq-symm: 130000,242000,
rare_rewrite_bool-and-de-morgan: 6676000,
rare_rewrite_bool-double-not-elim: 365000,

