1; Draft.Scratch_smt_check_7_8942; 2026-04-10 13:50:39.711;
bind: 591000,494000,435000,421000,323000,
cong: 220000,185000,133000,107000,200000,117000,75000,187000,149000,
refl: 67000,42000,
trans: 403000,428000,322000,276000,203000,226000,
choice: 64000,
or_pos: 646000,
implies: 644000,
parsing: 3377000,
aci_simp: 2142000,1134000,
subproof: 2800000,
equiv_pos2: 377000,263000,134000,162000,205000,192000,189000,
reordering: 677000,732000,1057000,
resolution: 627000,592000,681000,454000,496000,485000,792000,433000,733000,521000,578000,1837000,1047000,1021000,389000,371000,
sko_forall: 2139000,
contraction: 960000,
forall_inst: 1694000,1534000,1653000,1478000,1180000,
implies_neg1: 445000,
implies_neg2: 869000,
__local_input: 483000,
__normalized_input: 29142000,9429000,4325000,1494000,676000,694000,531000,732000,
rare_rewrite_bool-impl-elim: 12709000,6850000,
rare_rewrite_bool-and-de-morgan: 11946000,6255000,

