1; Draft.Scratch_smt_check_7_6665; 2026-04-10 13:50:39.655;
bind: 983000,607000,577000,728000,649000,
cong: 301000,252000,316000,165000,
refl: 75000,49000,
trans: 490000,526000,531000,532000,
or_pos: 471000,581000,
implies: 571000,
parsing: 3833000,
aci_simp: 2359000,1804000,
subproof: 2980000,
equiv_pos2: 505000,237000,275000,248000,113000,
not_equiv2: 336000,
reordering: 1011000,517000,730000,489000,
resolution: 631000,510000,496000,667000,599000,434000,426000,636000,616000,807000,980000,705000,547000,541000,707000,
contraction: 863000,
forall_inst: 1860000,1436000,899000,924000,
implies_neg1: 394000,
implies_neg2: 689000,
__local_input: 299000,
__normalized_input: 7534000,3739000,532000,525000,515000,668000,
rare_rewrite_bool-impl-elim: 12424000,12270000,6426000,
rare_rewrite_bool-and-de-morgan: 11892000,6195000,

