1; Draft.Scratch_smt_check_7_27851; 2026-04-10 13:45:29.961;
bind: 651000,570000,692000,588000,
cong: 327000,283000,259000,278000,221000,131000,121000,322000,264000,295000,312000,282000,132000,
refl: 55000,52000,57000,55000,
trans: 507000,434000,464000,347000,427000,401000,312000,193000,174000,549000,414000,452000,342000,360000,424000,317000,173000,
or_pos: 429000,
implies: 484000,
parsing: 25954000,
aci_simp: 1940000,1402000,1179000,1480000,1251000,2203000,
subproof: 2308000,
poly_simp: 3708000,3680000,22132000,
equiv_pos2: 442000,92000,836000,
reordering: 628000,
resolution: 403000,467000,441000,297000,787000,923000,473000,468000,
contraction: 722000,
forall_inst: 2129000,
implies_neg1: 1352000,
implies_neg2: 667000,
__local_input: 276000,
poly_simp_rel: 1818000,1204000,1276000,
__normalized_input: 7066000,6447000,5309000,1036000,1049000,
rare_rewrite_arith-elim-lt: 7635000,8016000,13484000,
rare_rewrite_bool-impl-elim: 8915000,8610000,
rare_rewrite_bool-and-de-morgan: 8207000,8091000,8270000,8123000,
rare_rewrite_bool-double-not-elim: 227000,286000,

