1; Draft.Scratch_smt_check_7_184; 2026-04-10 13:43:17.046;
bind: 244000,189000,253000,250000,
cong: 250000,160000,120000,165000,97000,101000,99000,103000,
symm: 154000,225000,151000,
trans: 455000,287000,279000,
implies: 3757000,
parsing: 7931000,
subproof: 2171000,
equiv_pos2: 233000,153000,163000,
reordering: 491000,
resolution: 273000,506000,415000,521000,578000,302000,370000,
contraction: 510000,
forall_inst: 1372000,
implies_neg1: 421000,
implies_neg2: 457000,
__local_input: 83000,
__normalized_input: 2785000,1156000,1329000,
rare_rewrite_eq-symm: 274000,144000,151000,

