1; Draft.Scratch_smt_check_7_29863; 2026-04-10 13:47:34.650;
bind: 339000,341000,567000,570000,
cong: 137000,69000,63000,58000,58000,140000,91000,71000,47000,66000,73000,70000,77000,86000,57000,32000,33000,42000,52000,85000,224000,124000,121000,93000,122000,234000,147000,
refl: 43000,91000,
symm: 87000,
trans: 274000,194000,220000,153000,103000,108000,483000,397000,407000,452000,
or_pos: 276000,
implies: 265000,
parsing: 22184000,
aci_simp: 1256000,2080000,
subproof: 1955000,
equiv_pos2: 225000,52000,43000,77000,42000,422000,
reordering: 452000,
resolution: 267000,316000,299000,187000,211000,226000,235000,477000,533000,475000,564000,
contraction: 411000,
forall_inst: 1558000,
implies_neg1: 794000,
implies_neg2: 417000,
__local_input: 219000,
__normalized_input: 4970000,4829000,3937000,1497000,5380000,1135000,1048000,942000,1053000,
rare_rewrite_eq-symm: 93000,
rare_rewrite_bool-impl-elim: 6625000,13096000,
rare_rewrite_bool-and-de-morgan: 6450000,12419000,
rare_rewrite_bool-double-not-elim: 107000,112000,208000,

