1; Draft.Scratch_smt_check_7_709; 2026-04-10 13:50:19.413;
bind: 332000,411000,385000,366000,298000,
cong: 99000,64000,152000,213000,134000,136000,
refl: 48000,36000,
symm: 116000,127000,
trans: 389000,217000,258000,321000,
choice: 27000,66000,
equiv1: 192000,
equiv2: 276000,
or_neg: 305000,181000,197000,163000,
or_pos: 295000,263000,281000,
not_not: 345000,
parsing: 14486000,
aci_simp: 1090000,
equiv_pos1: 104000,
equiv_pos2: 183000,252000,254000,144000,118000,57000,
reordering: 549000,406000,219000,347000,282000,578000,
resolution: 379000,382000,356000,381000,381000,353000,389000,189000,198000,274000,322000,196000,203000,252000,313000,343000,179000,297000,268000,293000,379000,273000,340000,
sko_forall: 2381000,
contraction: 267000,
forall_inst: 1387000,672000,743000,818000,771000,892000,1031000,
equiv_simplify: 243000,277000,
__normalized_input: 12917000,13049000,3632000,1614000,1917000,567000,917000,
rare_rewrite_bool-impl-elim: 6304000,6214000,6359000,6418000,
rare_rewrite_bool-and-de-morgan: 5887000,
rare_rewrite_bool-double-not-elim: 142000,

