1; Draft.Scratch_smt_check_7_28044; 2026-04-10 13:49:05.843;
bind: 285000,296000,207000,412000,
cong: 254000,163000,121000,119000,141000,53000,48000,49000,112000,74000,70000,69000,283000,
refl: 42000,
trans: 225000,239000,140000,
equiv1: 222000,283000,
equiv2: 217000,137000,
or_pos: 554000,
implies: 276000,13455000,
not_not: 187000,
parsing: 9411000,
subproof: 1506000,2151000,
equiv_pos2: 161000,157000,333000,121000,151000,236000,352000,
reordering: 826000,
resolution: 203000,263000,300000,345000,442000,441000,265000,302000,213000,207000,293000,283000,170000,203000,182000,169000,298000,577000,532000,524000,310000,453000,
contraction: 387000,504000,
forall_inst: 868000,779000,1389000,
implies_neg1: 364000,423000,
implies_neg2: 384000,402000,
__local_input: 135000,331000,
equiv_simplify: 297000,303000,237000,417000,
__normalized_input: 11055000,3242000,1863000,847000,1197000,
rare_rewrite_eq-symm: 225000,230000,191000,335000,306000,
rare_rewrite_bool-impl-elim: 6182000,6252000,

