1; Draft.Scratch_smt_check_7_11566; 2026-04-10 13:48:00.317;
bind: 298000,342000,298000,242000,220000,
cong: 116000,189000,109000,127000,120000,115000,122000,375000,
refl: 131000,77000,79000,
symm: 203000,
trans: 316000,439000,285000,254000,221000,178000,194000,
choice: 69000,
or_neg: 141000,144000,180000,132000,395000,347000,396000,
or_pos: 228000,
parsing: 20462000,
qnt_join: 292000,
equiv_pos2: 217000,116000,113000,93000,107000,379000,
reordering: 174000,289000,242000,
resolution: 181000,183000,196000,231000,303000,348000,150000,271000,302000,232000,279000,382000,489000,
sko_forall: 1096000,
contraction: 200000,349000,
forall_inst: 917000,1124000,
connective_def: 270000,
miniscope_split: 354000,
__normalized_input: 15144000,12806000,814000,1077000,
rare_rewrite_bool-impl-elim: 6399000,6769000,
rare_rewrite_bool-and-de-morgan: 6430000,
rare_rewrite_bool-double-not-elim: 172000,122000,260000,

