1; Draft.Scratch_smt_check_7_12367; 2026-04-10 13:51:19.967;
bind: 398000,261000,219000,256000,
cong: 102000,118000,44000,79000,62000,77000,
refl: 24000,21000,22000,
symm: 126000,129000,
trans: 385000,215000,
or_pos: 245000,
implies: 216000,
parsing: 902000,
subproof: 1500000,
equiv_pos2: 99000,39000,93000,
reordering: 251000,
resolution: 528000,658000,282000,265000,327000,363000,295000,326000,
contraction: 272000,
forall_inst: 776000,
implies_neg1: 256000,
implies_neg2: 223000,
__local_input: 353000,
__normalized_input: 3885000,3839000,3878000,4076000,
rare_rewrite_bool-impl-elim: 7008000,6956000,

