1; Draft.Scratch_smt_check_7_3247; 2026-04-10 13:51:19.614;
bind: 739000,657000,719000,773000,
cong: 285000,148000,142000,101000,119000,117000,297000,173000,148000,129000,100000,87000,95000,260000,147000,114000,115000,86000,92000,279000,
refl: 116000,120000,
trans: 621000,496000,559000,647000,531000,637000,
or_pos: 686000,
implies: 638000,
parsing: 3623000,
aci_simp: 2315000,2189000,
subproof: 3168000,
equiv_pos2: 444000,209000,222000,
reordering: 775000,
resolution: 593000,625000,641000,675000,897000,989000,711000,681000,
contraction: 1016000,
forall_inst: 908000,
implies_neg1: 456000,
implies_neg2: 765000,
__local_input: 312000,
__normalized_input: 8567000,1354000,486000,542000,714000,
rare_rewrite_bool-impl-elim: 12655000,10909000,
rare_rewrite_bool-and-de-morgan: 12222000,11918000,

