1; Draft.Scratch_smt_check_7_23418; 2026-04-10 13:50:39.861;
bind: 304000,352000,284000,296000,175000,
cong: 269000,194000,108000,56000,80000,63000,75000,56000,
refl: 33000,22000,21000,
symm: 126000,119000,
trans: 248000,
or_pos: 278000,324000,
implies: 333000,
parsing: 7607000,
subproof: 1803000,
equiv_pos1: 95000,78000,
equiv_pos2: 133000,133000,332000,144000,75000,68000,
not_equiv1: 177000,
not_equiv2: 205000,
reordering: 386000,428000,494000,339000,365000,
resolution: 214000,216000,282000,270000,319000,342000,481000,485000,510000,309000,385000,232000,261000,248000,282000,351000,198000,317000,
contraction: 466000,
forall_inst: 894000,917000,842000,761000,
implies_neg1: 373000,
implies_neg2: 469000,
__local_input: 206000,
__normalized_input: 13614000,10058000,9913000,4971000,839000,799000,
rare_rewrite_eq-symm: 269000,
rare_rewrite_bool-impl-elim: 8023000,6526000,6623000,

