1; Draft.Scratch_smt_check_7_21900; 2026-04-10 13:51:49.684;
bind: 654000,580000,458000,392000,172000,
cong: 130000,119000,120000,60000,51000,62000,67000,60000,56000,204000,221000,420000,254000,291000,151000,199000,135000,130000,107000,226000,94000,144000,72000,
refl: 27000,87000,
symm: 257000,252000,129000,
trans: 255000,235000,487000,626000,485000,518000,425000,331000,324000,399000,252000,276000,287000,327000,251000,239000,285000,326000,126000,147000,142000,
or_pos: 464000,
parsing: 3269000,
aci_simp: 2234000,
poly_simp: 3355000,3335000,4903000,3210000,4266000,4221000,2738000,2460000,
equiv_pos2: 256000,379000,130000,181000,119000,75000,94000,
reordering: 719000,342000,636000,
resolution: 287000,385000,732000,660000,472000,457000,365000,459000,476000,445000,641000,197000,292000,
forall_inst: 1943000,1479000,1306000,863000,763000,
poly_simp_rel: 2187000,1984000,1984000,1936000,1817000,1809000,1981000,1049000,
__normalized_input: 35573000,2884000,992000,572000,610000,889000,
rare_rewrite_eq-symm: 344000,
rare_rewrite_arith-elim-lt: 11966000,11804000,11091000,11151000,11254000,11439000,6282000,6664000,
rare_rewrite_bool-impl-elim: 11897000,
rare_rewrite_arith-geq-tighten: 11249000,11308000,6021000,
rare_rewrite_bool-and-de-morgan: 11388000,
rare_rewrite_bool-double-not-elim: 272000,341000,307000,274000,249000,135000,

