1; Draft.Scratch_smt_check_7_8938; 2026-04-10 13:51:49.936;
bind: 511000,453000,471000,489000,452000,
cong: 289000,226000,327000,273000,212000,
refl: 33000,23000,
trans: 407000,439000,369000,442000,437000,619000,415000,449000,367000,
parsing: 5027000,
aci_simp: 1366000,1518000,
poly_simp: 2123000,2002000,
equiv_pos2: 270000,280000,
resolution: 201000,473000,372000,515000,
poly_simp_rel: 1366000,1250000,
connective_def: 547000,
miniscope_split: 573000,
__normalized_input: 1176000,1109000,790000,
rare_rewrite_arith-elim-leq: 7491000,6458000,
rare_rewrite_bool-impl-elim: 6820000,
rare_rewrite_bool-and-de-morgan: 7683000,6711000,

