1; Draft.Scratch_smt_check_7_23989; 2026-04-10 13:45:04.791;
bind: 309000,358000,565000,556000,
cong: 10796000,223000,482000,252000,
trans: 281000,498000,
or_pos: 440000,
implies: 506000,
parsing: 8505000,
subproof: 2780000,
equiv_pos2: 366000,387000,670000,
reordering: 673000,
resolution: 213000,295000,449000,571000,743000,721000,416000,481000,
contraction: 766000,
forall_inst: 1531000,
implies_neg1: 684000,
implies_neg2: 688000,
__local_input: 157000,
__normalized_input: 5571000,4568000,5030000,
rare_rewrite_eq-symm: 341000,367000,409000,
rare_rewrite_bool-impl-elim: 6152000,11555000,

