1; Draft.Scratch_smt_check_7_1422; 2026-04-10 13:45:05.547;
bind: 195000,214000,362000,440000,423000,
cong: 71000,60000,44000,123000,54000,214000,97000,198000,180000,123000,
refl: 17000,16000,24000,578000,33000,40000,58000,60000,38000,
symm: 71000,356000,406000,
trans: 95000,172000,173000,186000,147000,76000,193000,182000,337000,290000,396000,258000,298000,
equiv1: 179000,
equiv2: 88000,
or_pos: 309000,
implies: 181000,
not_not: 102000,
parsing: 6590000,
aci_simp: 937000,1978000,2034000,
evaluate: 184000,
onepoint: 12005000,
qnt_join: 388000,
subproof: 1963000,
equiv_pos2: 260000,
not_equiv1: 190000,
not_equiv2: 89000,
reordering: 350000,
resolution: 134000,143000,143000,176000,136000,209000,205000,244000,381000,387000,287000,
contraction: 310000,
forall_inst: 1307000,1169000,
implies_neg1: 258000,
implies_neg2: 246000,
__local_input: 51000,
qnt_rm_unused: 593000,1993000,
equiv_simplify: 163000,300000,
__normalized_input: 1035000,1154000,885000,
rare_rewrite_eq-refl: 70000,
rare_rewrite_eq-symm: 140000,157000,
rare_rewrite_or-not-refl: 11836000,
rare_rewrite_bool-impl-elim: 11620000,
rare_rewrite_bool-and-de-morgan: 11514000,

