rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,1327,25806255000,19447064.807837225,44000,1131000,5688000,17434000,1676647000
rare_rewrite_bool-impl-elim,1631,19186603000,11763705.088902514,5481000,7003000,11397000,12018500,56091000
contraction,3440,17361685000,5047001.453488372,102000,283000,394500,596000,13996363000
resolution,22722,17175235000,755885.7054836722,86000,236000,320000,441000,2988556000
rare_rewrite_bool-and-de-morgan,1586,16188171000,10206917.40226986,5338000,6252750,10945500,11675250,40723000
reordering,3397,10666309000,3139920.223726818,92000,283000,401000,594000,2364930000
poly_simp,2474,7770178000,3140734.8423605496,1332000,1731000,2488000,3397000,71585000
__normalized_input,4952,6918947000,1397202.5444264943,368000,849000,1005000,1316000,27700000
and_pos,2563,5432776000,2119694.1084666406,56000,175000,307000,798500,289712000
rare_rewrite_arith-elim-lt,541,5431580000,10039889.09426987,5243000,5976000,7891000,11383000,48458000
forall_inst,3514,4861175000,1383373.6482640866,565000,741000,1188000,1331000,439614000
subproof,2071,4389577000,2119544.664413327,933000,1159500,1951000,2307000,22739000
trans,12092,3785812000,313084.02249421104,50000,167000,237000,340000,46582000
rare_rewrite_arith-elim-leq,398,3711678000,9325824.120603016,5338000,6046750,7744000,11338250,30246000
aci_simp,2154,3585863000,1664746.0538532962,801000,1068000,1722000,1943000,17029000
cong,14893,3353218000,225153.9649499765,21000,108000,160000,240000,33410000
rare_rewrite_bool-impl-false1,312,3349806000,10736557.692307692,5381000,6120750,10933500,11729500,41228000
rare_rewrite_bool-eq-false,214,2361147000,11033397.196261682,5375000,6204500,11059500,11814750,36369000
equiv_pos2,6672,2149043000,322098.77098321344,25000,129000,218000,339250,42640000
bind,5010,1849937000,369248.90219560877,96000,235000,310000,408000,17096000
poly_simp_rel,1152,1720033000,1493084.201388889,841000,1026000,1214000,1824000,14931000
rare_rewrite_or-not-refl,184,1655165000,8995461.956521738,5496000,6209000,6828500,11626500,25734000
hole,2,1407864000,703932000,646435000,675183500,703932000,732680500,761429000
implies_neg1,2073,1388522000,669812.831644959,69000,243000,347000,516000,175866000
la_generic,100,1375530000,13755300,4671000,8214750,11487500,16454750,66776000
rare_rewrite_ite-not-cond,143,1187898000,8306979.020979021,5489000,5831500,6244000,8665500,47102000
or_neg,2497,1183211000,473853.023628354,81000,184000,252000,355000,17025000
implies_neg2,2073,998430000,481635.31114327064,70000,220000,318000,471000,44136000
implies,2103,765432000,363971.46932952927,58000,176000,237000,335500,32285000
sko_forall,310,692107000,2232603.2258064514,816000,1259750,1734000,2319750,35464000
rare_rewrite_ite-eq,69,691721000,10024942.028985508,5557000,6183000,7729000,11534000,39942000
refl,5986,568263000,94932.00801871033,12000,32000,48000,90000,15635000
rare_rewrite_bool-or-de-morgan,67,548880000,8192238.805970149,5406000,5695000,6088000,11427000,23693000
rare_rewrite_bool-eq-true,32,493633000,15426031.25,5541000,11227000,11833000,22329750,31864000
symm,2294,475521000,207289.0148212729,40000,101000,148000,234750,11978000
equiv_simplify,1155,444010000,384424.24242424243,113000,189500,291000,395500,5806000
rare_rewrite_eq-symm,2303,439662000,190908.38037342596,50000,102000,137000,190000,14034000
or_pos,1066,407959000,382700.75046904315,151000,271500,331500,415750,18699000
rare_rewrite_arith-elim-gt,48,392339000,8173729.166666667,5509000,6057250,6574000,10871250,22766000
equiv1,958,349336000,364651.35699373693,48000,119000,199000,330500,8782000
onepoint,184,321875000,1749320.652173913,721000,1185500,1378500,1943500,14356000
qnt_rm_unused,263,321217000,1221357.4144486692,119000,421000,824000,1493000,12712000
rare_rewrite_bool-double-not-elim,1576,308382000,195673.8578680203,54000,110000,149000,219000,7098000
__local_input,3736,296087000,79252.40899357601,9000,29000,45000,71000,29505000
evaluate,945,281526000,297911.1111111111,118000,200000,257000,299000,15273000
miniscope_split,281,240233000,854921.7081850534,197000,382000,524000,707000,21645000
rare_rewrite_arith-geq-tighten,18,213658000,11869888.888888888,5301000,10348500,10834500,11492500,24305000
connective_def,473,207334000,438338.266384778,164000,301000,392000,508000,3268000
and_neg,258,195699000,758523.2558139535,131000,233250,321500,454000,22773000
equiv2,619,164097000,265100.16155088856,51000,121000,172000,244000,15660000
and_intro,459,159203000,346847.4945533769,63000,129500,182000,291000,23947000
implies_simplify,215,142799000,664181.3953488372,146000,267000,393000,734500,5455000
rare_rewrite_eq-refl,513,102653000,200103.31384015596,49000,90000,120000,188000,7755000
qnt_join,226,97249000,430305.3097345133,170000,252000,337000,444250,4678000
not_not,345,81150000,235217.39130434784,87000,145000,177000,218000,10053000
and,387,79742000,206051.67958656332,49000,108500,152000,241000,2603000
not_and,198,75607000,381853.5353535354,130000,204250,266500,466250,2531000
la_mult_neg,167,73173000,438161.6766467066,174000,275000,328000,442000,7954000
rare_rewrite_bool-or-taut2,6,66970000,11161666.666666666,5690000,6138000,8386000,10766000,27560000
rare_rewrite_bool-or-and-distrib,7,61327000,8761000,5566000,5816000,9236000,11383000,12127000
rare_rewrite_bool-not-eq-elim1,3,55362000,18454000,11258000,16313500,21369000,22052000,22735000
rare_rewrite_ite-then-false,4,47313000,11828250,11527000,11606500,11755500,11977250,12275000
rare_rewrite_ite-else-true,1,38782000,38782000,38782000,38782000,38782000,38782000,38782000
comp_simplify,18,38515000,2139722.222222222,1337000,1403500,1570000,2980500,3539000
rare_rewrite_ite-then-true,4,36120000,9030000,6111000,6153000,8631500,11508500,12746000
equiv_pos1,300,33510000,111700,30000,61000,89000,133000,940000
rare_rewrite_bool-impl-true2,3,31618000,10539333.333333334,5822000,9250500,12679000,12898000,13117000
rare_rewrite_bool-implies-de-morgan,4,29566000,7391500,5596000,6161500,6418000,7648000,11134000
not_or,70,24387000,348385.71428571426,187000,244000,330000,449750,679000
rare_rewrite_ite-else-false,1,22968000,22968000,22968000,22968000,22968000,22968000,22968000
rare_rewrite_ite-true-cond,1,22645000,22645000,22645000,22645000,22645000,22645000,22645000
miniscope_distribute,27,18713000,693074.074074074,264000,496000,584000,913500,1389000
choice,321,17881000,55704.04984423676,20000,35000,53000,72000,177000
rare_rewrite_arith-geq-norm1-real,2,17634000,8817000,5867000,7342000,8817000,10292000,11767000
rare_rewrite_eq-ite-lift,2,14139000,7069500,7059000,7064250,7069500,7074750,7080000
ite2,61,13183000,216114.75409836066,66000,92000,166000,225000,826000
rare_rewrite_bool-eq-nrefl,1,11477000,11477000,11477000,11477000,11477000,11477000,11477000
not_symm,92,11439000,124336.95652173914,52000,91000,115500,140500,345000
rare_rewrite_bool-not-eq-elim2,1,11400000,11400000,11400000,11400000,11400000,11400000,11400000
rare_rewrite_bool-not-ite-elim,1,11297000,11297000,11297000,11297000,11297000,11297000,11297000
not_equiv1,56,10821000,193232.14285714287,78000,103500,134000,215250,963000
rare_rewrite_bool-impl-false2,1,10781000,10781000,10781000,10781000,10781000,10781000,10781000
not_equiv2,56,10222000,182535.7142857143,59000,116750,156500,208500,681000
ite1,47,9992000,212595.74468085106,70000,98500,151000,255000,724000
la_mult_pos,20,8543000,427150,195000,294750,341000,524250,936000
implies_pos,15,8199000,546600,118000,202500,258000,468000,3889000
miniscope_ite,1,4050000,4050000,4050000,4050000,4050000,4050000,4050000
equiv_neg1,33,3744000,113454.54545454546,30000,38000,56000,68000,1999000
true,69,3175000,46014.49275362319,24000,37000,42000,57000,80000
or_simplify,3,2902000,967333.3333333334,922000,947000,972000,990000,1008000
la_disequality,14,2843000,203071.42857142858,67000,82750,114000,257500,647000
false,132,2520000,19090.909090909092,11000,17000,18000,19000,58000
not_implies2,12,2002000,166833.33333333334,89000,113750,135000,204750,372000
not_implies1,15,1996000,133066.66666666666,84000,96000,123000,151500,226000
equiv_neg2,35,1761000,50314.28571428572,30000,37000,48000,59000,95000
ite_pos2,5,1451000,290200,246000,259000,306000,318000,322000
ite_pos1,4,1203000,300750,297000,298500,300000,302250,306000
and_simplify,1,891000,891000,891000,891000,891000,891000,891000
