1; Draft.Scratch_smt_check_7_13268; 2026-04-10 13:45:55.848;
bind: 195000,316000,504000,322000,
cong: 225000,92000,82000,55000,83000,98000,58000,75000,52000,54000,80000,117000,172000,224000,156000,105000,136000,83000,
refl: 16000,19000,19000,41000,75000,36000,
symm: 90000,87000,90000,159000,139000,215000,
false: 11000,
trans: 133000,113000,99000,121000,108000,91000,112000,91000,158000,123000,283000,294000,193000,185000,148000,
equiv1: 135000,91000,93000,268000,168000,167000,
equiv2: 113000,125000,120000,94000,242000,124000,165000,230000,
or_pos: 251000,212000,458000,358000,
implies: 332000,
not_not: 176000,133000,222000,
parsing: 32353000,
aci_simp: 2073000,
evaluate: 388000,
subproof: 1167000,
equiv_pos1: 77000,52000,107000,
equiv_pos2: 292000,51000,265000,390000,212000,97000,74000,
reordering: 262000,216000,208000,351000,259000,417000,414000,2756000,483000,
resolution: 94000,135000,165000,190000,175000,290000,357000,333000,202000,212000,178000,177000,199000,246000,293000,161000,168000,180000,208000,166000,167000,166000,140000,131000,159000,164000,135000,167000,188000,172000,200000,191000,257000,424000,483000,482000,275000,263000,328000,389000,270000,283000,275000,231000,247000,270000,277000,222000,252000,234000,390000,305000,349000,
contraction: 326000,
forall_inst: 813000,801000,753000,806000,728000,747000,769000,765000,727000,782000,1374000,1483000,1293000,1246000,1380000,1352000,1324000,1314000,
implies_neg1: 252000,
implies_neg2: 265000,
__local_input: 54000,
equiv_simplify: 205000,203000,223000,129000,157000,207000,168000,406000,449000,288000,317000,295000,339000,446000,
__normalized_input: 9740000,8133000,9344000,8041000,7201000,1919000,1239000,900000,1017000,1185000,1036000,1053000,
rare_rewrite_eq-symm: 171000,164000,163000,
rare_rewrite_bool-impl-elim: 22716000,11975000,
rare_rewrite_bool-and-de-morgan: 12041000,
rare_rewrite_bool-double-not-elim: 100000,

