1; Draft.Scratch_smt_check_7_22521; 2026-04-10 13:42:47.585;
bind: 303000,319000,300000,382000,350000,
cong: 76000,186000,79000,194000,96000,197000,187000,114000,
refl: 42000,535000,36000,36000,49000,56000,39000,
symm: 283000,353000,
trans: 115000,279000,259000,267000,204000,111000,320000,261000,277000,260000,309000,245000,229000,
equiv1: 114000,
equiv2: 118000,
or_pos: 280000,
implies: 128000,
not_not: 142000,
parsing: 14679000,
aci_simp: 1763000,1949000,1912000,
evaluate: 257000,
onepoint: 1821000,
qnt_join: 342000,
subproof: 2013000,
equiv_pos2: 382000,
not_equiv1: 110000,
not_equiv2: 120000,
reordering: 310000,
resolution: 275000,214000,228000,298000,200000,323000,289000,343000,369000,397000,295000,
contraction: 284000,
forall_inst: 4473000,1217000,
implies_neg1: 175000,
implies_neg2: 207000,
__local_input: 51000,
qnt_rm_unused: 521000,1993000,
equiv_simplify: 246000,249000,
__normalized_input: 803000,983000,838000,
rare_rewrite_eq-refl: 96000,
rare_rewrite_eq-symm: 112000,158000,
rare_rewrite_or-not-refl: 12036000,
rare_rewrite_bool-impl-elim: 26564000,
rare_rewrite_bool-and-de-morgan: 16905000,

