1; Draft.Scratch_smt_check_7_4421; 2026-04-10 13:42:47.554;
bind: 356000,384000,380000,447000,372000,
cong: 84000,196000,81000,198000,95000,3493000,188000,122000,
refl: 41000,576000,30000,38000,48000,54000,69000,
symm: 282000,352000,
trans: 154000,262000,264000,266000,197000,106000,338000,255000,303000,231000,332000,271000,240000,
equiv1: 138000,
equiv2: 116000,
or_pos: 311000,
implies: 143000,
not_not: 140000,
parsing: 9867000,
aci_simp: 1795000,2057000,1980000,
evaluate: 297000,
onepoint: 1856000,
qnt_join: 352000,
subproof: 7180000,
equiv_pos2: 2632000,
not_equiv1: 98000,
not_equiv2: 123000,
reordering: 305000,
resolution: 222000,220000,201000,277000,210000,320000,336000,348000,370000,421000,279000,
contraction: 246000,
forall_inst: 1206000,1232000,
implies_neg1: 2967000,
implies_neg2: 302000,
__local_input: 39000,
qnt_rm_unused: 494000,2023000,
equiv_simplify: 246000,260000,
__normalized_input: 849000,1036000,892000,
rare_rewrite_eq-refl: 98000,
rare_rewrite_eq-symm: 209000,136000,
rare_rewrite_or-not-refl: 12251000,
rare_rewrite_bool-impl-elim: 20189000,
rare_rewrite_bool-and-de-morgan: 23181000,

