1; Draft.Scratch_smt_check_7_17142; 2026-04-10 13:48:25.311;
and: 79000,127000,
bind: 988000,986000,823000,865000,673000,1070000,502000,529000,486000,465000,525000,415000,540000,527000,
cong: 432000,262000,411000,205000,254000,443000,109000,359000,276000,177000,197000,188000,104000,106000,243000,148000,218000,116000,149000,264000,62000,220000,166000,128000,207000,188000,105000,414000,187000,110000,
refl: 35000,42000,49000,32000,41000,46000,102000,41000,837000,43000,24000,19000,22000,29000,30000,24000,27000,19000,22000,25000,52000,28000,530000,30000,25000,20000,25000,30000,21000,26000,30000,
symm: 237000,686000,854000,124000,385000,451000,
trans: 776000,806000,665000,685000,668000,520000,151000,728000,589000,595000,744000,513000,564000,483000,503000,286000,249000,255000,420000,409000,355000,366000,417000,281000,84000,414000,322000,341000,398000,283000,302000,284000,269000,170000,257000,263000,250000,173000,
or_pos: 221000,
implies: 314000,
parsing: 64586000,
aci_simp: 2275000,2748000,2510000,2084000,1039000,1002000,1119000,1454000,1298000,1329000,1125000,934000,1003000,
evaluate: 233000,
onepoint: 4167000,2484000,
qnt_join: 747000,407000,
subproof: 2164000,
equiv_pos2: 399000,38000,368000,549000,
reordering: 237000,
resolution: 469000,671000,243000,178000,418000,628000,707000,405000,402000,
contraction: 616000,
forall_inst: 1024000,
implies_neg1: 569000,
implies_neg2: 542000,
__local_input: 140000,
qnt_rm_unused: 1146000,5638000,627000,4328000,
__normalized_input: 968000,1613000,1401000,1991000,998000,
rare_rewrite_eq-refl: 149000,86000,173000,
rare_rewrite_eq-symm: 506000,174000,261000,169000,
rare_rewrite_or-not-refl: 12664000,7076000,
rare_rewrite_bool-impl-elim: 6769000,6594000,
rare_rewrite_bool-and-de-morgan: 7770000,6592000,7353000,5953000,6292000,6382000,

