1; Draft.Scratch_smt_check_7_4222; 2026-04-10 13:51:25.542;
bind: 669000,714000,680000,605000,
cong: 297000,302000,235000,208000,312000,200000,189000,567000,308000,191000,170000,213000,201000,168000,151000,111000,74000,122000,201000,108000,126000,
refl: 161000,160000,48000,29000,
symm: 220000,193000,212000,
false: 15000,
trans: 586000,560000,568000,448000,372000,608000,602000,750000,435000,358000,373000,200000,202000,191000,207000,221000,225000,144000,210000,176000,
equiv1: 140000,
or_neg: 472000,551000,454000,469000,476000,
or_pos: 671000,631000,
and_neg: 477000,
and_pos: 349000,
implies: 600000,224000,
parsing: 4550000,
aci_simp: 2598000,2813000,
evaluate: 339000,187000,268000,296000,325000,
subproof: 3647000,
and_intro: 399000,
poly_simp: 3754000,3409000,3404000,4719000,2059000,1529000,1630000,3535000,
equiv_pos1: 122000,65000,
equiv_pos2: 170000,150000,251000,373000,370000,704000,125000,150000,93000,126000,
la_generic: 7490000,
not_equiv1: 398000,
not_equiv2: 408000,
reordering: 810000,475000,634000,511000,788000,613000,576000,322000,
resolution: 176000,273000,298000,268000,350000,471000,487000,619000,579000,703000,421000,645000,803000,738000,795000,544000,810000,700000,759000,974000,1042000,676000,671000,619000,728000,645000,230000,
contraction: 663000,870000,554000,
forall_inst: 1714000,1617000,
la_mult_neg: 348000,
implies_neg1: 792000,
implies_neg2: 890000,
__local_input: 543000,
poly_simp_rel: 2183000,2207000,2056000,1132000,
equiv_simplify: 239000,
__normalized_input: 1506000,1072000,1268000,1469000,
rare_rewrite_eq-symm: 396000,396000,
rare_rewrite_arith-elim-gt: 6349000,
rare_rewrite_arith-elim-lt: 25017000,10995000,6564000,
rare_rewrite_arith-elim-leq: 12120000,11789000,6332000,
rare_rewrite_bool-impl-elim: 12478000,12517000,
rare_rewrite_bool-and-de-morgan: 12192000,27928000,
rare_rewrite_bool-double-not-elim: 310000,202000,

