1; Draft.Scratch_smt_check_7_24614; 2026-04-10 13:45:02.567;
bind: 354000,330000,384000,340000,304000,
cong: 118000,91000,72000,97000,175000,199000,93000,157000,150000,
refl: 22000,34000,
symm: 130000,112000,133000,108000,220000,
false: 13000,
trans: 211000,161000,153000,313000,
choice: 41000,46000,78000,
equiv2: 181000,160000,
or_neg: 197000,174000,204000,160000,
or_pos: 318000,231000,
not_not: 172000,
parsing: 18227000,
evaluate: 239000,
equiv_pos1: 69000,
equiv_pos2: 291000,116000,258000,74000,169000,139000,40000,
reordering: 461000,302000,474000,244000,300000,
resolution: 126000,186000,204000,224000,396000,224000,217000,225000,210000,187000,199000,191000,223000,268000,263000,267000,462000,196000,166000,305000,285000,306000,353000,349000,230000,250000,283000,351000,
sko_forall: 1263000,2262000,
contraction: 302000,
forall_inst: 955000,940000,859000,1024000,979000,921000,872000,701000,890000,936000,866000,
equiv_simplify: 299000,235000,
__normalized_input: 25379000,15824000,5782000,4899000,4831000,1591000,1127000,1027000,
rare_rewrite_bool-impl-elim: 7487000,6688000,6950000,
rare_rewrite_bool-double-not-elim: 130000,

