1; Draft.Scratch_smt_check_7_11907; 2026-04-10 13:49:50.158;
bind: 1069000,430000,405000,1435000,
cong: 421000,390000,154000,531000,
refl: 128000,81000,252000,
symm: 649000,
false: 18000,
trans: 591000,753000,784000,1093000,1083000,
equiv2: 857000,856000,
or_pos: 439000,915000,1213000,814000,
not_not: 594000,
parsing: 8278000,
aci_simp: 2561000,3145000,
evaluate: 487000,
equiv_pos2: 787000,177000,165000,838000,68000,
reordering: 467000,1635000,2734000,1381000,
resolution: 408000,409000,522000,746000,1033000,751000,784000,836000,404000,479000,536000,801000,386000,541000,551000,682000,785000,861000,
forall_inst: 2993000,2409000,1556000,1928000,2357000,
equiv_simplify: 1205000,1031000,
__normalized_input: 18066000,17916000,9280000,5276000,4934000,4867000,4160000,4435000,
rare_rewrite_eq-symm: 397000,
rare_rewrite_bool-impl-elim: 13368000,12444000,14394000,
rare_rewrite_bool-and-de-morgan: 12414000,12669000,

