1; Draft.Scratch_smt_check_7_29945; 2026-04-10 13:48:04.222;
bind: 318000,297000,201000,317000,281000,
cong: 173000,153000,176000,181000,
refl: 43000,46000,
trans: 267000,229000,193000,221000,
or_pos: 168000,244000,
implies: 240000,
parsing: 10052000,
aci_simp: 1032000,1089000,
subproof: 1462000,
equiv_pos2: 248000,117000,121000,498000,204000,
not_equiv2: 107000,
reordering: 387000,187000,309000,759000,
resolution: 270000,231000,231000,302000,253000,150000,166000,200000,241000,404000,431000,271000,231000,226000,361000,
contraction: 352000,
forall_inst: 829000,680000,1456000,1356000,
implies_neg1: 580000,
implies_neg2: 313000,
__local_input: 212000,
__normalized_input: 14727000,8061000,948000,862000,848000,1016000,
rare_rewrite_bool-impl-elim: 5759000,5887000,21302000,
rare_rewrite_bool-and-de-morgan: 5586000,5797000,

