1; Draft.Scratch_smt_check_7_1696; 2026-04-10 13:48:05.683;
bind: 931000,889000,251000,263000,242000,
cong: 355000,202000,233000,176000,425000,234000,212000,204000,473000,409000,99000,61000,155000,110000,179000,94000,98000,
refl: 132000,350000,101000,192000,46000,
symm: 95000,
false: 56000,
trans: 299000,724000,617000,588000,376000,382000,344000,321000,766000,583000,616000,403000,433000,344000,301000,227000,184000,199000,
equiv2: 156000,108000,
or_pos: 201000,189000,401000,251000,244000,
implies: 778000,170000,
not_not: 136000,
parsing: 26795000,
aci_simp: 2479000,1950000,2551000,1904000,1235000,
evaluate: 277000,
subproof: 4488000,1079000,
equiv_pos1: 51000,
equiv_pos2: 731000,351000,598000,136000,68000,166000,227000,49000,51000,
not_equiv1: 110000,
reordering: 222000,212000,615000,294000,296000,290000,305000,263000,
resolution: 223000,272000,308000,372000,675000,1029000,622000,823000,1171000,1579000,1084000,613000,180000,210000,179000,214000,268000,169000,210000,289000,224000,275000,286000,144000,217000,184000,228000,194000,284000,318000,321000,229000,243000,
contraction: 1158000,259000,
forall_inst: 997000,715000,735000,763000,796000,704000,1038000,
implies_neg1: 620000,248000,
implies_neg2: 1083000,232000,
__local_input: 153000,63000,
equiv_simplify: 231000,362000,
__normalized_input: 11530000,10520000,27543000,9763000,4557000,2492000,988000,1140000,903000,919000,1069000,889000,1250000,
rare_rewrite_eq-symm: 214000,125000,97000,
rare_rewrite_bool-impl-elim: 11642000,8358000,6152000,5966000,
rare_rewrite_bool-and-de-morgan: 11576000,11329000,10969000,11082000,6251000,6649000,6446000,6673000,5741000,

