1; Draft.Scratch_smt_check_7_21285; 2026-04-10 13:52:04.700;
bind: 1000000,957000,601000,656000,332000,
cong: 441000,440000,252000,295000,193000,169000,
refl: 140000,216000,38000,95000,25000,
symm: 294000,262000,
trans: 950000,876000,558000,597000,577000,590000,612000,286000,302000,247000,
equiv1: 290000,278000,
equiv2: 283000,
or_pos: 802000,
and_neg: 416000,
and_pos: 449000,407000,
implies: 423000,
parsing: 8923000,
aci_simp: 2193000,2301000,1436000,
subproof: 1548000,
equiv_pos2: 642000,57000,156000,169000,
reordering: 1261000,611000,556000,828000,
resolution: 491000,524000,545000,640000,667000,747000,474000,666000,499000,500000,651000,494000,682000,254000,296000,384000,
contraction: 750000,560000,
forall_inst: 1753000,2080000,978000,
implies_neg1: 703000,
implies_neg2: 600000,
__local_input: 187000,84000,
connective_def: 723000,
equiv_simplify: 374000,370000,
miniscope_split: 803000,
__normalized_input: 2794000,1214000,848000,707000,794000,856000,
rare_rewrite_eq-symm: 856000,
rare_rewrite_bool-eq-false: 11711000,
rare_rewrite_bool-impl-elim: 13181000,7000000,
rare_rewrite_bool-and-de-morgan: 12280000,7111000,

