1; Draft.Scratch_smt_check_7_20288; 2026-04-10 13:50:19.745;
bind: 287000,292000,
cong: 151000,147000,
refl: 43000,46000,
trans: 190000,214000,209000,218000,
or_pos: 267000,
implies: 238000,
parsing: 4520000,
aci_simp: 1183000,1170000,
subproof: 1694000,
equiv_pos2: 167000,173000,
reordering: 341000,
resolution: 292000,310000,307000,648000,459000,305000,341000,
contraction: 357000,
forall_inst: 835000,
implies_neg1: 327000,
implies_neg2: 317000,
__local_input: 111000,
__normalized_input: 10997000,31977000,982000,1030000,
rare_rewrite_bool-impl-elim: 6658000,6230000,
rare_rewrite_bool-and-de-morgan: 6222000,6867000,

