1; Draft.Scratch_smt_check_7_31207; 2026-04-10 13:51:39.754;
bind: 825000,552000,687000,651000,509000,
cong: 154000,92000,110000,114000,393000,463000,108000,129000,223000,213000,108000,116000,335000,347000,375000,231000,412000,534000,98000,126000,72000,51000,67000,47000,43000,45000,71000,
refl: 54000,38000,51000,43000,60000,57000,31000,20000,
symm: 366000,149000,109000,119000,
false: 19000,
trans: 350000,374000,350000,753000,653000,760000,661000,663000,724000,456000,591000,176000,131000,
choice: 79000,
equiv2: 323000,231000,
or_neg: 641000,695000,634000,
or_pos: 663000,576000,
not_not: 180000,
parsing: 5554000,
aci_simp: 2363000,2180000,2656000,
evaluate: 271000,
equiv_pos2: 140000,95000,499000,484000,723000,106000,40000,53000,49000,
reordering: 1060000,940000,747000,
resolution: 407000,388000,415000,506000,717000,479000,519000,493000,614000,513000,810000,680000,900000,1048000,500000,206000,257000,252000,269000,
sko_forall: 4583000,
contraction: 1038000,
forall_inst: 1729000,1581000,
connective_def: 955000,
equiv_simplify: 474000,247000,
__normalized_input: 14289000,13210000,13350000,685000,712000,858000,673000,715000,657000,1048000,
rare_rewrite_eq-symm: 143000,
rare_rewrite_bool-impl-elim: 12789000,
rare_rewrite_bool-and-de-morgan: 12198000,13025000,12454000,
rare_rewrite_bool-double-not-elim: 546000,

