1; Draft.Scratch_smt_check_7_4475; 2026-04-10 13:43:45.665;
bind: 465000,450000,420000,389000,
cong: 229000,258000,
refl: 80000,79000,
trans: 253000,288000,291000,315000,
or_pos: 303000,366000,366000,
and_neg: 194000,
and_pos: 148000,131000,
implies: 310000,
parsing: 19931000,
aci_simp: 1942000,1958000,
subproof: 2875000,
equiv_pos2: 296000,328000,323000,307000,
not_equiv1: 162000,
not_equiv2: 176000,
reordering: 228000,259000,394000,364000,491000,
resolution: 451000,403000,421000,212000,209000,241000,906000,352000,427000,357000,420000,613000,725000,448000,461000,
contraction: 538000,
forall_inst: 1318000,1279000,1295000,
implies_neg1: 430000,
implies_neg2: 418000,
__local_input: 101000,
__normalized_input: 1891000,5613000,1496000,987000,
rare_rewrite_bool-impl-elim: 11852000,12022000,11939000,23686000,
rare_rewrite_bool-and-de-morgan: 11698000,11950000,

