1; Draft.Scratch_smt_check_7_24873; 2026-04-10 13:46:59.776;
bind: 448000,467000,530000,449000,
cong: 271000,165000,220000,239000,265000,219000,212000,83000,258000,105000,347000,156000,215000,218000,89000,243000,259000,
refl: 60000,27000,24000,27000,59000,28000,24000,32000,
symm: 100000,108000,
trans: 441000,427000,443000,443000,435000,433000,
or_pos: 449000,
implies: 483000,
parsing: 15537000,
subproof: 2762000,
equiv_pos2: 340000,237000,133000,328000,
reordering: 712000,
resolution: 364000,453000,449000,362000,332000,744000,776000,429000,475000,
contraction: 746000,
forall_inst: 1519000,
implies_neg1: 648000,
implies_neg2: 741000,
__local_input: 113000,
connective_def: 568000,601000,
__normalized_input: 3592000,1643000,947000,1216000,
rare_rewrite_bool-and-de-morgan: 11989000,11662000,
rare_rewrite_bool-double-not-elim: 404000,457000,

