1; Draft.Scratch_smt_check_7_10409; 2026-04-10 13:50:19.445;
bind: 439000,382000,410000,378000,
cong: 81000,97000,54000,49000,61000,125000,126000,67000,55000,66000,119000,51000,58000,149000,145000,78000,142000,121000,61000,52000,64000,79000,50000,54000,148000,128000,77000,315000,207000,
refl: 39000,40000,77000,
trans: 347000,371000,
and_pos: 220000,
implies: 353000,
parsing: 11419000,
subproof: 1420000,
equiv_pos2: 82000,232000,243000,423000,103000,
reordering: 315000,465000,
resolution: 219000,239000,271000,247000,372000,430000,504000,466000,279000,382000,
contraction: 542000,
forall_inst: 1025000,
implies_neg1: 501000,
implies_neg2: 494000,
__local_input: 144000,
__normalized_input: 1788000,1742000,1101000,695000,877000,
rare_rewrite_eq-symm: 131000,147000,139000,152000,172000,

