rule,count,total,mean,min,first_quartile,median,third_quartile,max
__normalized_input,18185,88470821000,4865043.77233984,502000,996000,1967000,5576000,27583599.999999993
rare_rewrite_bool-and-de-morgan,8246,64576670000,7831272.13194276,5672125,6155000,6624000,7965500,15213875
rare_rewrite_bool-impl-elim,7835,62393495600,7963432.750478622,5870000,6289000,6687000,8174000,15194599.999999998
parsing,2902,60410242174.99999,20816761.60406616,90525,2323500,7710500,23493750,141110449.99999988
resolution,111799,46383773000,414885.4014794408,173000,245000,327000,461000,1639000
poly_simp,9982,26853859750,2690228.386094971,1539000,1823250,2296000,3127750,7337475
trans,64267,20638137000,321131.17151881993,113000,189000,261000,385000,956000
rare_rewrite_arith-elim-lt,2351,18383353250,7819376.11654615,5592250,6067000,6547000,8073000,17471500
forall_inst,17719,17909721600,1010763.6774084317,674000,782000,880000,1163000,1939199.9999999972
cong,98504,16379739000,166285.01380654593,48000,82000,124000,200000,616000
subproof,9366,15554570625,1660748.5185778348,1041000,1181000,1387500,2019750,3839875
aci_simp,10793,15454642000,1431913.4624293523,943000,1068000,1203000,1726000,2880199.9999999935
rare_rewrite_arith-elim-leq,1631,12740905000,7811713.6725935,5654750,6101500,6528000,8201500,15751250
reordering,17825,12488199799.999989,700600.2692847118,192000,289000,423000,683000,4747799.999999974
bind,31354,11468926000,365788.28857562033,160000,238000,310000,431000,973000
contraction,16235,10496158500,646514.2285186326,184850.00000000003,307000,440000,703000,3245899.9999999977
and_pos,15237,10443073100,685375.9335827263,117000,222000,388000,777000,3823100.0000000005
rare_rewrite_bool-impl-false1,1297,10258268000,7909227.447956824,5637400,6218000,6755000,8167000,17320599.99999999
rare_rewrite_or-not-refl,1150,9453580375,8220504.673913044,5961000,6435000,6882000,8517250,17175874.999999996
equiv_pos2,35104,8098580000,230702.48404740202,37000,107000,172000,288250,882000
poly_simp_rel,5608,7207206000,1285165.1212553496,924000,1026000,1113000,1327250,2432000
rare_rewrite_bool-eq-false,873,6933478800,7942129.209621993,5686400,6065000,6544000,8856000,15846999.999999968
la_generic,428,5166269350,12070722.780373832,4488800,7207500,9949500,15369000,31682049.999999993
implies_neg1,9380,5041404000,537463.1130063966,155000,274000,391000,604250,2287199.999999997
or_neg,12445,4857436600,390312.3021293692,155000,213000,298000,444000,1381799.9999999993
implies_neg2,9384,4571646625,487174.61903239554,142000,256000,370000,571000,1823274.999999998
