rule,count,total,mean,min,first_quartile,median,third_quartile,max
__normalized_input,18185,93625018000,5148475.006873797,382000,996000,1967000,5576000,153428000
parsing,2902,75596441000,26049772.915230874,37000,2323500,7710500,23493750,2997558000
rare_rewrite_bool-and-de-morgan,8246,65594950000,7954759.883579917,5403000,6155000,6624000,7965500,55700000
rare_rewrite_bool-impl-elim,7835,63503226000,8105070.325462667,5451000,6289000,6687000,8174000,57322000
resolution,111799,60976809000,545414.619093194,106000,245000,327000,461000,1039790000
poly_simp,9982,28225531000,2827642.8571428573,1359000,1823250,2296000,3127750,54737000
reordering,17825,23024849000,1291716.633941094,116000,289000,423000,683000,703525000
trans,64267,22104944000,343954.813512378,68000,189000,261000,385000,47212000
forall_inst,17719,19038445000,1074464.9810937413,578000,782000,880000,1163000,242487000
rare_rewrite_arith-elim-lt,2351,18794176000,7994119.94895789,5296000,6067000,6547000,8073000,63390000
cong,98504,17984696000,182578.33184439212,16000,82000,124000,200000,49918000
contraction,16235,17829994000,1098244.163843548,116000,307000,440000,703000,3927732000
subproof,9366,16535683000,1765501.0676916507,946000,1181000,1387500,2019750,211589000
aci_simp,10793,16042341000,1486365.329380154,784000,1068000,1203000,1726000,48808000
rare_rewrite_arith-elim-leq,1631,13050793000,8001712.446351931,5356000,6101500,6528000,8201500,51544000
bind,31354,12160304000,387838.99980863684,116000,238000,310000,431000,23380000
and_pos,15237,11639005000,763864.6058935486,73000,222000,388000,777000,44426000
rare_rewrite_bool-impl-false1,1297,10637678000,8201756.360832691,5363000,6218000,6755000,8167000,226198000
rare_rewrite_or-not-refl,1150,9553948000,8307780.869565218,5657000,6435000,6882000,8517250,33447000
equiv_pos2,35104,9022011000,257008.06175934366,25000,107000,172000,288250,45430000
poly_simp_rel,5608,7640995000,1362516.940085592,855000,1026000,1113000,1327250,70429000
rare_rewrite_bool-eq-false,873,7039177000,8063203.894616266,5526000,6065000,6544000,8856000,27663000
implies_neg1,9380,6023049000,642116.0980810234,68000,274000,391000,604250,228937000
la_generic,428,5347154000,12493350.46728972,3940000,7207500,9949500,15369000,74875000
or_neg,12445,5305516000,426317.0751305745,103000,213000,298000,444000,18764000
implies_neg2,9384,5285642000,563261.0826939471,71000,256000,370000,571000,299043000
rare_rewrite_ite-not-cond,539,4295739000,7969831.168831169,5384000,6035500,6492000,7420000,139446000
rare_rewrite_bool-or-de-morgan,522,4098214000,7850984.674329502,5548000,6216500,6646500,7894500,32250000
rare_rewrite_eq-symm,18439,3847068000,208637.56168989642,59000,126000,160000,228000,26305000
implies,9141,3707306000,405568.9749480363,84000,205000,282000,422000,37588000
rare_rewrite_bool-eq-true,426,3477403000,8162917.840375586,5679000,6192500,6675000,8078000,34333000
symm,14241,3321841000,233258.97057790885,57000,118000,173000,260000,18315000
rare_rewrite_ite-eq,366,3103127000,8478489.071038252,5735000,6601000,7015500,8184500,59005000
refl,37491,2822356000,75280.89408124617,12000,28000,41000,71000,10035000
qnt_rm_unused,1755,2706648000,1542249.5726495727,137000,438000,897000,1690000,83056000
equiv_simplify,6237,2375317000,380842.8731762065,136000,215000,280000,414000,37632000
sko_forall,1059,2374766000,2242460.8120868746,855000,1176000,1611000,2306000,56072000
or_pos,6397,2361656000,369181.80397061125,164000,245000,307000,426000,18248000
onepoint,1150,2202298000,1915041.7391304348,766000,1136000,1460500,2003500,17904000
rare_rewrite_bool-or-and-distrib,246,1959744000,7966439.024390244,5837000,6342000,6661000,7298250,35385000
__local_input,19716,1842927000,93473.67620206939,15000,43000,72000,122000,13997000
rare_rewrite_arith-elim-gt,223,1780617000,7984829.596412556,5777000,6249500,6689000,7994500,21846000
hole,2,1719715000,859857500,787638000,823747750,859857500,895967250,932077000
equiv1,4372,1599715000,365900.04574565415,72000,151000,239000,399000,30938000
rare_rewrite_bool-double-not-elim,6807,1482542000,217796.67988835022,76000,130000,170000,253000,22458000
evaluate,4507,1411863000,313260.0399378744,132000,228000,273000,355000,14850000
equiv2,3739,1044747000,279418.8285637871,72000,141000,197000,299000,14658000
and_intro,2285,927419000,405872.647702407,77000,173000,244000,405000,23669000
implies_simplify,1172,839504000,716300.3412969284,151000,304000,472000,768500,32093000
rare_rewrite_arith-geq-tighten,118,833201000,7061025.423728813,5318000,5828250,6132500,6566750,22729000
rare_rewrite_bool-implies-de-morgan,102,774120000,7589411.764705882,5481000,5998750,6448000,7292750,19624000
rare_rewrite_bool-not-eq-elim1,90,663878000,7376422.222222222,5347000,6132250,6489000,7429000,16997000
and_neg,1264,649463000,513815.66455696203,136000,236000,321000,482500,22210000
connective_def,1365,624077000,457199.2673992674,166000,291000,350000,481000,13321000
miniscope_split,724,605006000,835643.6464088397,221000,369000,525000,895500,36843000
rare_rewrite_arith-leq-norm,73,545647000,7474616.438356165,5617000,6119000,6358000,7168000,20868000
qnt_join,1205,541672000,449520.3319502075,182000,282000,366000,498000,9500000
rare_rewrite_eq-refl,2532,505688000,199718.79936808845,58000,115000,150000,215000,6825000
not_and,1029,426184000,414172.9834791059,132000,224000,323000,476000,4323000
not_not,1794,403697000,225026.1984392419,101000,152000,186000,262000,1984000
la_mult_neg,654,291586000,445850.1529051988,175000,297000,374500,483000,8170000
and,1409,277763000,197134.8474095103,79000,117000,157000,231000,1971000
miniscope_distribute,203,212186000,1045251.2315270936,214000,400500,607000,1203000,8509000
comp_simplify,123,211559000,1719991.8699186991,1283000,1379500,1511000,1692000,3329000
rare_rewrite_ite-true-cond,29,211096000,7279172.413793104,6109000,6499000,6881000,7184000,12914000
equiv_pos1,1442,168364000,116757.28155339806,30000,59000,87000,135750,2690000
rare_rewrite_arith-geq-norm1-real,13,127512000,9808615.384615384,5792000,6379000,7701000,12221000,19074000
rare_rewrite_bool-eq-nrefl,16,104339000,6521187.5,5750000,6098500,6507500,6758250,7997000
or_simplify,134,85441000,637619.4029850747,421000,477000,509500,728250,2982000
ite2,268,75225000,280690.29850746266,76000,163750,223500,304750,2177000
rare_rewrite_bool-or-taut2,9,72949000,8105444.444444444,5793000,6322000,6469000,10232000,12674000
not_or,158,63775000,403639.2405063291,157000,271250,388000,499500,1014000
rare_rewrite_bool-not-ite-elim,5,63494000,12698800,6826000,12007000,12806000,14209000,17646000
choice,1033,57622000,55781.219748305906,20000,33000,58000,71000,254000
rare_rewrite_bool-impl-true2,8,57054000,7131750,5833000,6129750,6538000,7151000,11346000
ite1,198,53253000,268954.54545454547,85000,152250,215000,316750,1724000
rare_rewrite_ite-false-cond,6,50188000,8364666.666666667,6436000,6791000,7560000,9700750,11683000
and_simplify,53,46060000,869056.6037735849,482000,516000,555000,590000,12142000
rare_rewrite_bool-not-eq-elim2,7,44916000,6416571.428571428,5955000,6193000,6395000,6668500,6843000
not_equiv1,107,38469000,359523.3644859813,61000,136000,170000,259500,15404000
la_mult_pos,50,36927000,738540,179000,320500,410000,577000,13474000
rare_rewrite_ite-then-true,5,36565000,7313000,6429000,6954000,7024000,7355000,8803000
rare_rewrite_arith-geq-norm1-int,3,35179000,11726333.333333334,11042000,11485000,11928000,12068500,12209000
rare_rewrite_ite-else-true,2,34672000,17336000,6721000,12028500,17336000,22643500,27951000
rare_rewrite_eq-ite-lift,3,34611000,11537000,8082000,8164500,8247000,13264500,18282000
true,366,33145000,90560.10928961748,47000,68000,79000,96000,290000
not_symm,191,29226000,153015.70680628272,71000,109000,133000,181000,568000
rare_rewrite_ite-then-false,4,28087000,7021750,6696000,6720000,6803500,7105250,7784000
not_equiv2,111,25260000,227567.56756756757,94000,147000,176000,266500,1017000
rare_rewrite_ite-else-false,2,17423000,8711500,6507000,7609250,8711500,9813750,10916000
la_disequality,91,17410000,191318.6813186813,38000,67000,95000,141500,6655000
not_ite2,1,9289000,9289000,9289000,9289000,9289000,9289000,9289000
ite_pos1,18,7232000,401777.77777777775,234000,260250,376000,532000,696000
implies_pos,20,7183000,359150,137000,173750,274000,373000,1579000
rare_rewrite_bool-impl-false2,1,7037000,7037000,7037000,7037000,7037000,7037000,7037000
