1; Draft.Scratch_smt_check_7_24389; 2026-04-10 13:47:59.806;
bind: 210000,234000,326000,339000,
cong: 111000,55000,51000,62000,136000,93000,102000,112000,
refl: 34000,30000,
symm: 153000,
trans: 185000,192000,
or_pos: 430000,
parsing: 3247000,
equiv_pos1: 154000,
equiv_pos2: 210000,90000,199000,61000,78000,
reordering: 457000,409000,491000,
resolution: 192000,217000,274000,373000,407000,388000,299000,303000,396000,355000,
forall_inst: 1425000,1362000,1264000,
__normalized_input: 6066000,4479000,4109000,3750000,3701000,3586000,3924000,
rare_rewrite_eq-symm: 265000,231000,
rare_rewrite_bool-impl-elim: 19825000,

