1; Draft.Scratch_smt_check_7_2524; 2026-04-10 13:52:09.982;
bind: 219000,233000,376000,390000,
cong: 105000,106000,188000,285000,171000,68000,94000,142000,84000,148000,129000,
refl: 36000,29000,
symm: 113000,
false: 22000,
trans: 189000,116000,148000,156000,155000,134000,
equiv1: 137000,
or_pos: 254000,
implies: 191000,281000,171000,
parsing: 24701000,
evaluate: 322000,170000,248000,349000,504000,
subproof: 1254000,1964000,
and_intro: 165000,
poly_simp: 2396000,
equiv_pos2: 115000,119000,189000,202000,216000,330000,31000,67000,51000,90000,
la_generic: 6537000,
reordering: 297000,257000,
resolution: 304000,337000,272000,208000,213000,208000,256000,314000,345000,348000,227000,324000,238000,282000,357000,392000,472000,465000,287000,400000,286000,217000,212000,
contraction: 307000,439000,
forall_inst: 839000,955000,
la_mult_neg: 281000,
implies_neg1: 241000,364000,
implies_neg2: 523000,346000,
__local_input: 316000,288000,
equiv_simplify: 235000,
__normalized_input: 5943000,4320000,1419000,1131000,1093000,630000,
rare_rewrite_eq-refl: 102000,
rare_rewrite_eq-symm: 143000,160000,199000,192000,
rare_rewrite_bool-eq-true: 7045000,
rare_rewrite_arith-elim-lt: 6256000,
rare_rewrite_bool-impl-elim: 7576000,6843000,
rare_rewrite_bool-double-not-elim: 128000,

