1; Draft.Scratch_smt_check_7_27726; 2026-04-10 13:42:20.586;
bind: 377000,338000,356000,369000,351000,
cong: 234000,223000,242000,262000,207000,241000,242000,
refl: 28000,31000,
trans: 318000,343000,298000,384000,287000,330000,343000,363000,302000,313000,293000,310000,295000,
parsing: 6396000,
aci_simp: 1828000,1725000,1964000,1993000,1821000,1812000,
poly_simp: 3132000,3081000,
equiv_pos2: 264000,287000,
resolution: 185000,443000,292000,447000,
poly_simp_rel: 1700000,1776000,
connective_def: 460000,
miniscope_split: 556000,
__normalized_input: 1177000,996000,785000,
rare_rewrite_bool-impl-elim: 11333000,
rare_rewrite_bool-and-de-morgan: 11415000,11562000,11021000,11047000,

