1; Draft.Scratch_smt_check_7_7215; 2026-04-10 13:43:50.054;
bind: 175000,258000,374000,421000,448000,
cong: 208000,198000,179000,200000,
refl: 57000,
trans: 279000,267000,402000,353000,374000,
or_pos: 275000,450000,429000,322000,
and_pos: 298000,
parsing: 16846000,
aci_simp: 1908000,
equiv_pos2: 160000,163000,277000,327000,
reordering: 318000,448000,706000,681000,387000,
resolution: 162000,189000,251000,259000,282000,346000,380000,497000,427000,320000,411000,413000,361000,
forall_inst: 1189000,1166000,1449000,1530000,
__normalized_input: 2096000,2227000,1911000,1728000,1495000,900000,1310000,
rare_rewrite_bool-impl-elim: 22930000,11016000,11399000,
rare_rewrite_bool-impl-false1: 11207000,11430000,
rare_rewrite_bool-and-de-morgan: 11081000,11516000,
rare_rewrite_bool-double-not-elim: 255000,

