1; Draft.Scratch_smt_check_7_20644; 2026-04-10 13:50:49.844;
bind: 598000,586000,719000,676000,587000,
cong: 174000,108000,119000,122000,210000,107000,117000,
refl: 45000,40000,
symm: 259000,265000,
trans: 515000,521000,
or_pos: 502000,471000,
implies: 525000,
parsing: 2486000,
subproof: 2925000,
equiv_pos2: 319000,411000,99000,297000,
reordering: 633000,550000,
resolution: 569000,583000,500000,459000,528000,635000,484000,715000,713000,543000,591000,
contraction: 694000,
forall_inst: 1697000,1484000,
implies_neg1: 644000,
implies_neg2: 556000,
__local_input: 406000,
__normalized_input: 13813000,4782000,2750000,1932000,2025000,
rare_rewrite_bool-impl-elim: 11442000,11752000,11608000,

