1; Draft.Scratch_smt_check_7_11842; 2026-04-10 13:50:49.708;
bind: 399000,401000,363000,380000,380000,
cong: 109000,100000,78000,73000,43000,62000,81000,80000,79000,95000,113000,53000,41000,55000,72000,105000,91000,73000,55000,43000,56000,71000,268000,127000,
refl: 19000,22000,24000,18000,16000,18000,17000,17000,22000,
trans: 330000,204000,317000,
or_pos: 243000,267000,
implies: 294000,
parsing: 4791000,
subproof: 1554000,
equiv_pos2: 230000,207000,78000,226000,366000,
reordering: 324000,350000,
resolution: 253000,343000,258000,209000,279000,343000,288000,381000,445000,437000,273000,347000,
contraction: 445000,
forall_inst: 879000,848000,
implies_neg1: 398000,
implies_neg2: 380000,
__local_input: 181000,
__normalized_input: 1873000,1929000,1654000,509000,660000,
rare_rewrite_eq-symm: 205000,
rare_rewrite_bool-impl-elim: 6294000,6134000,6087000,

