1; Draft.Scratch_smt_check_7_14006; 2026-04-10 13:51:29.771;
bind: 205000,344000,286000,182000,
cong: 135000,130000,66000,249000,
symm: 144000,
trans: 223000,149000,
equiv1: 289000,
equiv2: 133000,
or_neg: 289000,253000,310000,
or_pos: 249000,
implies: 161000,
not_not: 156000,
parsing: 2224000,
subproof: 1139000,
equiv_pos1: 45000,76000,
equiv_pos2: 88000,218000,242000,88000,
reordering: 244000,368000,255000,
resolution: 210000,249000,240000,272000,281000,250000,402000,267000,220000,229000,203000,240000,264000,540000,576000,292000,297000,226000,296000,
contraction: 466000,243000,
forall_inst: 839000,786000,825000,769000,764000,
implies_neg1: 211000,
implies_neg2: 197000,
__local_input: 286000,
connective_def: 284000,
equiv_simplify: 207000,223000,
__normalized_input: 4285000,4082000,1737000,1756000,2002000,1618000,
rare_rewrite_eq-symm: 254000,171000,
rare_rewrite_bool-and-de-morgan: 6800000,
rare_rewrite_bool-double-not-elim: 220000,

