rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,2792,78876300000,28250823.782234956,46000,2806000,9886000,28719500,2534402000
__normalized_input,16721,68454171000,4093904.132527959,376000,1076000,1881000,4770000,136225000
rare_rewrite_bool-and-de-morgan,7781,63199037000,8122225.549415242,5351000,6080000,6510000,8500000,65329000
rare_rewrite_bool-impl-elim,7020,61483513000,8758335.185185185,5470000,6255000,6739500,11468250,220687000
resolution,98560,51530085000,522829.59618506493,99000,228000,309000,438000,2704112000
poly_simp,8095,23002757000,2841600.6176652256,1368000,1793000,2288000,3134500,93878000
reordering,15995,19206837000,1200802.5633010315,103000,273000,402000,656000,1372776000
trans,57188,18153945000,317443.2573267119,61000,174000,241000,355000,39705000
contraction,14292,17310650000,1211212.566470753,103000,287000,411000,664000,6346228000
forall_inst,15898,17149620000,1078728.141904642,562000,752000,859000,1273000,51375000
cong,82772,15669608000,189310.4914705456,18000,84000,129000,203000,28374000
rare_rewrite_arith-elim-lt,1875,15633697000,8337971.733333333,5282000,6019500,6460000,10830500,43803000
aci_simp,10409,15424074000,1481801.7100586032,835000,1040000,1168000,1727000,37658000
subproof,8210,14843386000,1807964.1900121802,933000,1148000,1386500,2094000,97195000
rare_rewrite_arith-elim-leq,1396,11636595000,8335669.770773639,5339000,5991750,6440500,10824000,87451000
and_pos,12668,10493801000,828370.776760341,63000,196000,332000,659000,605679000
bind,27385,10113837000,369320.32134380133,100000,223000,293000,409000,21457000
rare_rewrite_or-not-refl,1123,9969469000,8877532.50222618,5574000,6372500,6771000,10586000,313272000
rare_rewrite_bool-impl-false1,1137,9633137000,8472416.00703606,5385000,6162000,6681000,9189000,64366000
equiv_pos2,30597,8126535000,265599.0783410138,24000,111000,178000,295000,54848000
rare_rewrite_bool-eq-false,789,6613661000,8382333.333333333,5378000,6031000,6519000,11056000,33507000
poly_simp_rel,4523,6184097000,1367255.582577935,837000,1012500,1098000,1502500,19236000
implies_neg1,8223,4861673000,591228.6270217682,70000,259000,377000,595000,27655000
or_neg,11172,4628737000,414315.87898317224,106000,189000,263000,402000,24543000
implies_neg2,8228,4220287000,512917.7199805542,72000,238000,347000,535000,25318000
la_generic,345,4099136000,11881553.623188406,4038000,7376000,10209000,13897000,39062000
implies,8029,3433783000,427672.56196288456,69000,190000,262000,394000,333191000
rare_rewrite_ite-not-cond,430,3313109000,7704904.651162791,5305000,5951250,6514000,7247250,41842000
rare_rewrite_bool-eq-true,390,3260513000,8360289.743589744,5491000,6109000,6502500,7724750,51297000
rare_rewrite_bool-or-de-morgan,405,3192210000,7882000,5509000,6234000,6618000,7718000,26085000
rare_rewrite_eq-symm,16491,3047279000,184784.36723061063,53000,107000,140000,201000,29844000
symm,11805,2515686000,213103.43074968233,51000,104000,157000,249000,14330000
refl,31410,2512192000,79980.64310729067,12000,28000,42000,74000,22540000
qnt_rm_unused,1715,2366268000,1379748.1049562683,125000,425500,878000,1675500,23480000
rare_rewrite_ite-eq,268,2263257000,8444988.80597015,5692000,6368000,6891000,8751000,28287000
sko_forall,1019,2192795000,2151908.7340529934,800000,1144000,1591000,2252500,24208000
or_pos,5661,2153984000,380495.31884826004,146000,233000,301000,411000,37731000
onepoint,1123,2034073000,1811284.9510240427,784000,1087000,1414000,1926000,14044000
equiv_simplify,5465,2031386000,371708.3257090576,129000,194000,275000,406000,15955000
rare_rewrite_arith-elim-gt,198,1683343000,8501732.323232323,5518000,6204750,6589500,11301500,27060000
hole,2,1615213000,807606500,761556000,784581250,807606500,830631750,853657000
rare_rewrite_bool-or-and-distrib,180,1445730000,8031833.333333333,5754000,6276750,6617000,7371250,32863000
equiv1,3741,1383326000,369774.3918738305,68000,135000,216000,365000,25833000
rare_rewrite_bool-double-not-elim,6255,1312477000,209828.45723421263,63000,113000,152000,229000,21517000
__local_input,16615,1302165000,78372.85585314475,13000,34000,58000,96000,16002000
evaluate,3922,1168980000,298057.1137174911,131000,210000,260000,334000,14191000
equiv2,3330,866082000,260084.68468468467,63000,120000,180500,274750,13606000
rare_rewrite_bool-implies-de-morgan,95,686624000,7227621.052631579,5361000,5636000,6008000,7010000,20917000
and_intro,1919,681770000,355273.5799895779,66000,155000,231000,372000,15665000
rare_rewrite_arith-geq-tighten,80,667645000,8345562.5,5680000,5967250,6256000,11301250,28031000
implies_simplify,989,664020000,671405.4600606674,134000,276000,437000,718000,8756000
rare_rewrite_arith-leq-norm,81,616688000,7613432.098765432,5492000,5897000,6257000,7981000,14468000
connective_def,1424,601726000,422560.393258427,183000,271000,341000,481250,10088000
miniscope_split,648,557999000,861109.5679012346,211000,378000,513000,867000,25828000
and_neg,1166,529513000,454127.7873070326,127000,215000,321000,476000,13072000
