1; Draft.Scratch_smt_check_7_9044; 2026-04-10 13:47:04.115;
bind: 260000,231000,245000,532000,487000,
cong: 92000,153000,109000,99000,249000,191000,95000,139000,416000,
refl: 28000,50000,74000,49000,60000,87000,
symm: 76000,198000,126000,
trans: 112000,215000,172000,201000,210000,202000,379000,314000,381000,228000,
equiv1: 197000,
equiv2: 150000,
or_neg: 190000,194000,191000,200000,
or_pos: 240000,175000,225000,417000,
and_neg: 410000,
and_pos: 299000,287000,301000,
implies: 177000,
not_not: 167000,
parsing: 8535000,
aci_simp: 1102000,1916000,
subproof: 2052000,
equiv_pos2: 60000,163000,129000,37000,320000,61000,103000,387000,
reordering: 344000,218000,291000,12780000,664000,
resolution: 194000,173000,157000,217000,285000,206000,266000,274000,172000,204000,263000,153000,528000,1459000,416000,286000,316000,1082000,271000,345000,270000,311000,370000,485000,425000,274000,417000,
contraction: 465000,250000,297000,
forall_inst: 579000,772000,753000,761000,1151000,1462000,
implies_neg1: 493000,
implies_neg2: 203000,
__local_input: 41000,31000,64000,
equiv_simplify: 300000,331000,
__normalized_input: 10568000,4921000,2671000,912000,810000,817000,851000,
rare_rewrite_eq-symm: 106000,113000,195000,226000,
rare_rewrite_bool-impl-elim: 6055000,5827000,11260000,
rare_rewrite_bool-and-de-morgan: 5872000,10918000,
rare_rewrite_bool-double-not-elim: 78000,144000,196000,

