1; Draft.Scratch_smt_check_7_4635; 2026-04-10 13:46:25.923;
bind: 206000,246000,341000,323000,263000,
cong: 168000,264000,162000,
refl: 101000,78000,
symm: 148000,
trans: 174000,200000,186000,216000,317000,260000,
equiv1: 170000,
or_pos: 408000,
parsing: 3223000,
aci_simp: 1704000,1751000,
equiv_pos2: 54000,189000,289000,
reordering: 430000,
resolution: 286000,244000,350000,314000,398000,489000,
forall_inst: 1266000,
miniscope_split: 357000,
__normalized_input: 9867000,739000,788000,961000,
rare_rewrite_bool-eq-false: 11140000,
rare_rewrite_bool-impl-elim: 11283000,
rare_rewrite_bool-impl-false1: 11179000,11613000,
rare_rewrite_bool-and-de-morgan: 11522000,

