1; Draft.Scratch_smt_check_7_21713; 2026-04-10 13:50:10.968;
bind: 656000,662000,212000,208000,
cong: 322000,181000,171000,119000,475000,352000,245000,172000,155000,238000,152000,101000,105000,163000,154000,112000,338000,247000,142000,185000,161000,156000,122000,68000,107000,65000,82000,
refl: 99000,56000,37000,24000,96000,49000,20000,15000,20000,
symm: 260000,218000,213000,90000,
trans: 405000,433000,249000,463000,299000,129000,392000,263000,291000,438000,329000,283000,163000,188000,250000,
equiv1: 241000,
equiv2: 259000,
or_pos: 428000,
implies: 714000,232000,161000,
not_not: 218000,
parsing: 13748000,
aci_simp: 2128000,1153000,
evaluate: 434000,
subproof: 2414000,1217000,1120000,
poly_simp: 2228000,1970000,1872000,1992000,
equiv_pos2: 498000,265000,594000,161000,141000,147000,404000,205000,129000,151000,
reordering: 647000,522000,
resolution: 385000,616000,642000,699000,864000,1146000,1205000,613000,561000,188000,203000,232000,218000,328000,322000,272000,258000,217000,248000,359000,524000,530000,304000,286000,183000,267000,304000,301000,234000,272000,
contraction: 1089000,454000,252000,
forall_inst: 1063000,611000,909000,840000,956000,922000,731000,
or_simplify: 518000,
implies_neg1: 499000,384000,221000,
implies_neg2: 1072000,472000,218000,
__local_input: 144000,132000,72000,
poly_simp_rel: 1316000,1167000,1039000,1109000,
equiv_simplify: 351000,333000,
__normalized_input: 13393000,12572000,26090000,7449000,6660000,2855000,1594000,1310000,1568000,
rare_rewrite_eq-symm: 442000,150000,162000,264000,
rare_rewrite_bool-eq-true: 6339000,
rare_rewrite_bool-impl-elim: 11602000,6312000,
rare_rewrite_bool-and-de-morgan: 11425000,5980000,
rare_rewrite_bool-double-not-elim: 197000,226000,96000,118000,

