1; Draft.Scratch_smt_check_7_22866; 2026-04-10 13:50:11.265;
bind: 238000,240000,175000,145000,309000,
cong: 55000,176000,88000,73000,72000,141000,71000,57000,89000,65000,69000,84000,57000,86000,57000,81000,50000,57000,54000,55000,128000,46000,67000,50000,59000,60000,48000,155000,158000,75000,62000,38000,51000,66000,
refl: 28000,20000,21000,52000,20000,
symm: 100000,106000,94000,87000,83000,104000,
false: 13000,
trans: 139000,159000,201000,155000,120000,118000,133000,117000,144000,118000,111000,128000,195000,209000,
equiv1: 198000,102000,
equiv2: 100000,158000,145000,100000,
or_neg: 172000,168000,185000,
or_pos: 263000,271000,
and_neg: 175000,
implies: 172000,
not_not: 120000,
parsing: 14321000,
aci_simp: 1089000,
evaluate: 244000,
subproof: 1104000,
equiv_pos1: 64000,89000,
equiv_pos2: 226000,159000,115000,124000,43000,71000,130000,192000,78000,46000,42000,
reordering: 294000,368000,377000,217000,358000,
resolution: 123000,163000,158000,165000,176000,207000,179000,346000,331000,325000,219000,157000,194000,192000,239000,263000,190000,178000,212000,256000,284000,161000,234000,180000,194000,350000,362000,154000,247000,345000,330000,198000,222000,233000,
contraction: 272000,283000,
forall_inst: 637000,754000,948000,1042000,722000,905000,
implies_neg1: 237000,
implies_neg2: 235000,
__local_input: 101000,
equiv_simplify: 179000,255000,292000,226000,179000,172000,
__normalized_input: 12569000,11326000,8516000,24451000,11207000,10054000,9732000,2191000,1326000,1224000,1244000,1044000,
rare_rewrite_eq-symm: 105000,190000,206000,96000,119000,
rare_rewrite_bool-impl-elim: 6805000,6486000,
rare_rewrite_bool-and-de-morgan: 6349000,
rare_rewrite_bool-double-not-elim: 110000,

