1; Draft.Scratch_smt_check_7_15077; 2026-04-10 13:51:19.797;
bind: 260000,259000,262000,267000,
cong: 111000,85000,71000,102000,75000,61000,84000,61000,105000,79000,57000,82000,67000,
refl: 24000,26000,15000,24000,24000,21000,
trans: 226000,221000,
or_pos: 252000,
implies: 210000,
parsing: 1601000,
subproof: 1450000,
equiv_pos2: 120000,42000,56000,116000,
reordering: 281000,
resolution: 246000,328000,251000,207000,281000,371000,394000,247000,340000,
contraction: 303000,
forall_inst: 759000,
implies_neg1: 310000,
implies_neg2: 434000,
__local_input: 260000,
__normalized_input: 31830000,728000,507000,669000,
rare_rewrite_bool-impl-elim: 6380000,6479000,

