1; Draft.Scratch_smt_check_7_31223; 2026-04-10 13:51:20.149;
bind: 736000,633000,416000,383000,
cong: 214000,159000,118000,122000,157000,96000,146000,156000,134000,139000,145000,160000,126000,126000,72000,133000,116000,124000,78000,105000,
refl: 26000,27000,46000,40000,46000,
symm: 332000,372000,
false: 18000,
trans: 402000,568000,387000,383000,
equiv2: 377000,459000,
and_pos: 353000,
not_not: 379000,
parsing: 2383000,
evaluate: 447000,
equiv_pos1: 249000,
equiv_pos2: 367000,100000,178000,63000,152000,140000,63000,
reordering: 552000,780000,
resolution: 331000,534000,411000,492000,506000,614000,457000,622000,524000,405000,504000,414000,621000,511000,487000,
forall_inst: 1745000,1552000,
equiv_simplify: 672000,625000,
__normalized_input: 60266000,34381000,27621000,4215000,4528000,975000,1295000,
rare_rewrite_eq-symm: 501000,339000,
rare_rewrite_bool-double-not-elim: 332000,

