1; Draft.Scratch_smt_check_7_27867; 2026-04-10 13:43:50.001;
bind: 243000,223000,377000,357000,370000,
cong: 125000,284000,
refl: 49000,50000,63000,
symm: 125000,118000,116000,
trans: 164000,161000,
equiv1: 173000,
equiv2: 183000,
or_neg: 304000,272000,295000,297000,
or_pos: 188000,174000,189000,288000,326000,284000,290000,294000,286000,295000,
and_neg: 346000,343000,
and_pos: 102000,106000,116000,203000,230000,212000,211000,215000,217000,209000,225000,217000,
implies: 126000,235000,238000,261000,
not_not: 162000,
parsing: 18190000,
subproof: 1090000,2065000,1947000,2049000,
and_intro: 126000,220000,
equiv_pos2: 130000,235000,257000,251000,250000,330000,
not_equiv1: 139000,
not_equiv2: 85000,
reordering: 225000,208000,229000,477000,214000,355000,713000,359000,378000,415000,783000,367000,382000,4357000,386000,354000,
resolution: 171000,123000,214000,152000,204000,171000,214000,303000,360000,225000,216000,502000,138000,162000,209000,156000,195000,256000,437000,355000,872000,278000,323000,282000,356000,397000,758000,2403000,700000,427000,491000,1000000,244000,268000,363000,259000,331000,376000,475000,447000,982000,257000,279000,301000,281000,329000,275000,306000,413000,
contraction: 184000,222000,403000,421000,715000,368000,407000,363000,413000,
forall_inst: 701000,713000,698000,1215000,1277000,1311000,1275000,1233000,1204000,1257000,
implies_neg1: 322000,325000,357000,358000,
implies_neg2: 144000,264000,279000,275000,
__local_input: 28000,25000,31000,26000,26000,35000,24000,25000,35000,26000,27000,41000,
equiv_simplify: 284000,292000,
__normalized_input: 4141000,833000,754000,1011000,
rare_rewrite_bool-impl-elim: 6566000,23165000,11847000,10940000,23087000,
rare_rewrite_bool-double-not-elim: 167000,

