1; Draft.Scratch_smt_check_7_13275; 2026-04-10 13:47:10.484;
bind: 345000,389000,298000,296000,
cong: 163000,80000,95000,86000,136000,95000,99000,131000,
refl: 62000,31000,
symm: 134000,
trans: 285000,352000,
or_pos: 356000,
parsing: 4062000,
equiv_pos1: 88000,
equiv_pos2: 192000,104000,202000,117000,72000,
reordering: 432000,371000,443000,
resolution: 335000,341000,477000,333000,338000,381000,266000,265000,384000,337000,
forall_inst: 1293000,1402000,1325000,
__normalized_input: 4005000,2708000,2225000,2184000,2092000,2034000,2194000,
rare_rewrite_eq-symm: 208000,218000,
rare_rewrite_bool-impl-elim: 11345000,

