1; Draft.Scratch_smt_check_7_12315; 2026-04-10 13:49:20.326;
bind: 256000,270000,467000,429000,279000,
cong: 71000,58000,169000,143000,242000,185000,146000,
refl: 16000,103000,34000,88000,129000,
symm: 79000,97000,232000,
trans: 221000,275000,218000,233000,180000,198000,206000,220000,389000,331000,365000,234000,
equiv1: 210000,
or_pos: 350000,
parsing: 14869000,
aci_simp: 1044000,1016000,1059000,1387000,
equiv_pos2: 45000,36000,144000,324000,
reordering: 498000,
resolution: 230000,188000,228000,257000,241000,369000,449000,
forall_inst: 944000,
qnt_rm_unused: 315000,658000,
connective_def: 333000,
miniscope_split: 361000,
__normalized_input: 1400000,855000,533000,540000,624000,587000,
rare_rewrite_bool-eq-false: 5740000,
rare_rewrite_bool-impl-elim: 6305000,6062000,
rare_rewrite_bool-and-de-morgan: 6221000,6023000,5986000,

