1; Draft.Scratch_smt_check_7_945; 2026-04-10 13:49:49.893;
bind: 209000,200000,205000,180000,
cong: 134000,
refl: 44000,
trans: 156000,174000,
or_pos: 192000,172000,192000,279000,
parsing: 4003000,
aci_simp: 1020000,
equiv_pos2: 118000,95000,103000,89000,
reordering: 280000,187000,215000,330000,
resolution: 245000,292000,286000,180000,210000,265000,181000,213000,248000,173000,213000,258000,
forall_inst: 747000,708000,710000,677000,
__normalized_input: 2265000,1350000,1260000,1155000,1173000,1236000,
rare_rewrite_bool-impl-elim: 6057000,5807000,5785000,6013000,
rare_rewrite_bool-and-de-morgan: 5810000,

