1; Draft.Scratch_smt_check_7_7025; 2026-04-10 13:47:20.980;
bind: 255000,420000,443000,424000,304000,
cong: 71000,57000,197000,147000,243000,185000,174000,
refl: 16000,112000,43000,92000,126000,
symm: 82000,101000,225000,
trans: 227000,288000,206000,235000,176000,205000,198000,205000,381000,311000,377000,237000,
equiv1: 187000,
or_pos: 620000,
parsing: 14855000,
aci_simp: 1170000,1360000,1070000,1278000,
equiv_pos2: 46000,35000,139000,644000,
reordering: 933000,
resolution: 234000,182000,199000,289000,242000,354000,393000,
forall_inst: 1702000,
qnt_rm_unused: 291000,649000,
connective_def: 591000,
miniscope_split: 356000,
__normalized_input: 2671000,1485000,875000,845000,1024000,841000,
rare_rewrite_bool-eq-false: 6349000,
rare_rewrite_bool-impl-elim: 6771000,7123000,
rare_rewrite_bool-and-de-morgan: 6673000,6317000,20903000,

